Township	County	Pop. (2010)	Land ( sqmi )	Water (sqmi)	Latitude	Longitude	GEO ID	ANSI code
Little Deep	McHenry	51	36.292	0.018	48.509431	-100.852635	3804947260	01759500
Loam	Cavalier	41	34.337	0.088	48.854393	-98.155189	3801947380	01759369
Lockwood	Renville	24	35.600	0.319	48.596951	-101.507167	3807547420	01759612
Lodema	Pembina	69	36.190	0.000	48.673884	-97.600731	3806747460	01036716
Logan	Burleigh	36	35.823	0.208	46.771665	-100.399162	3801547500	01759338
Logan Center	Grand Forks	44	36.081	0.021	47.809903	-97.812781	3803547580	01036599
Lohnes	Benson	36	19.957	1.753	47.956329	-98.705852	3800547620	01759249
Lone Tree	Golden Valley	126	105.069	0.130	46.713111	-103.951491	3803347700	01037205
Long Creek	Divide	37	42.592	0.903	48.944096	-103.126212	3802347780	01759393
Long Lake	Burleigh	103	32.246	3.787	46.671655	-100.275198	3801547860	01037067
Longfellow	McLean	38	36.091	0.054	47.451742	-101.254669	3805547820	01759537
Longview	Foster	47	35.364	0.753	47.365433	-99.207755	3803147900	01037138
Loquemont	McLean	62	35.901	0.041	47.710140	-102.075634	3805547940	01759538
Lordsburg	Bottineau	19	35.341	0.825	48.769624	-100.228663	3800948060	01759283
Loretta	Grand Forks	50	36.138	0.000	47.715705	-97.817996	3803548100	01036591
Lorraine	Dickey	35	35.611	0.028	45.986327	-98.824337	3802148140	01036749
Lostwood	Mountrail	40	34.276	1.569	48.503029	-102.419021	3806148220	01037117
Lovell	Dickey	42	43.572	0.484	45.979477	-98.080806	3802148260	01036742
Lowery	Stutsman	33	34.212	1.111	47.285621	-99.424886	3809348300	01037187
Lowland	Mountrail	52	34.469	1.610	48.506983	-102.025237	3806148340	01036980
Lucy	Burke	27	34.394	1.692	48.690915	-102.549425	3801348420	01759325
Lund	Ward	50	34.796	1.204	48.059167	-101.846052	3810148500	01036940
Lynn	Wells	21	34.710	1.455	47.370988	-99.979621	3810348660	01037155
Lyon	Stutsman	19	33.030	2.818	47.195251	-98.784930	3809348740	01036500
