Township	County	Pop. (2010)	Land ( sqmi )	Water (sqmi)	Latitude	Longitude	GEO ID	ANSI code
Bull Moose	Wells	34	33.509	2.140	47.462696	-99.962955	3810310700	1037154
Bullion	Golden Valley	28	35.863	0.019	46.678238	-103.769006	3803310660	1037076
Bunker	Kidder	22	36.008	0.064	46.673341	-99.764095	3804310740	1037060
Burg	Divide	24	35.629	0.464	48.767137	-103.518331	3802310780	1036925
Burke	Mountrail	39	35.543	0.181	48.240127	-102.245896	3806110860	1037021
Burlington	Ward	388	35.307	0.060	48.238448	-101.464843	3810110980	1036986
Burt	Ward	102	35.695	0.423	48.160483	-101.458160	3810111100	1037049
Bush	Eddy	40	35.504	0.698	47.803541	-98.975206	3802711140	1759399
Butte	McLean	13	35.660	0.371	47.808401	-100.789051	3805511220	2406943
Butte Valley	Benson	55	35.310	0.643	48.144251	-99.513260	3800511260	1759239
Buxton	Traill	107	35.108	0.000	47.628339	-97.155910	3809711380	1036704
Byersville	McLean	11	34.811	1.250	47.731660	-100.638829	3805511420	1759529
