Township	County	Pop. (2010)	Land ( sqmi )	Water (sqmi)	Latitude	Longitude	GEO ID	ANSI code
Michigan	Grand Forks	139	36.053	0.016	47.723975	-97.183640	3803552620	1036586
Michigan	Nelson	58	57.458	2.259	48.029866	-98.099890	3806352640	1036577
Midland	Pembina	71	69.852	0.028	48.637163	-97.331762	3806752780	1036712
Midway	Stutsman	579	26.745	1.863	46.936959	-98.768206	3809352820	1036470
Mikkelson	LaMoure	37	35.608	0.080	46.591342	-98.842417	3804552860	1036916
Milnor	Sargent	97	32.636	1.570	46.240661	-97.438372	3808152980	1036801
Minco	Benson	19	28.550	0.455	47.869343	-98.597524	3800553060	1759251
Mineral Springs	Slope	23	35.889	0.027	46.315275	-103.228572	3808753100	1759643
Minnehaha	Bowman	24	32.898	3.116	45.979537	-103.288825	3801153140	1037228
Minnesota	Burke	21	52.472	0.978	48.857937	-102.184938	3801353180	1759326
Minnewaukan	Ramsey	199	34.557	1.486	48.151622	-98.757486	3807153260	1759580
Minnie	Grant	63	34.697	0.000	46.415033	-101.860174	3803753300	1037084
Minnie Lake	Barnes	50	36.130	0.010	47.114505	-97.761401	3800353340	1036424
Minto	Cavalier	24	34.916	0.918	48.840919	-98.649878	3801953500	1759371
Mission	Benson	1087	39.956	4.807	47.985178	-98.834887	3800553580	1759252
Missouri	Burleigh	168	23.634	5.726	46.687767	-100.639813	3801553620	1759341
Missouri Ridge	Williams	496	35.891	0.047	48.241524	-103.668026	3810553660	1759730
Model	Mountrail	61	36.389	0.126	47.990152	-102.055055	3806153700	1037120
Monroe	Towner	29	35.978	0.028	48.755027	-99.447307	3809553900	1759656
Mont	Williams	45	35.905	0.022	48.254477	-103.805015	3810553940	1759731
Montpelier	Stutsman	70	35.820	0.000	46.674156	-98.628860	3809354020	1036443
Montrose	Cavalier	42	35.262	0.051	48.579718	-97.987110	3801954060	1759372
Moon Lake	Stutsman	65	34.345	0.693	46.848858	-98.998545	3809354100	1036460
Moord	Slope	18	35.276	0.041	46.493336	-103.109796	3808754140	1037172
Moore	Ransom	93	35.711	0.000	46.586806	-97.720905	3807354180	1036882
Mooreton	Richland	117	35.136	0.056	46.240774	-96.823456	3807754260	1036829
Moraine	Grand Forks	66	35.872	0.035	47.891762	-97.827283	3803554300	1036614
Moran	Richland	70	32.824	2.721	46.052654	-97.064833	3807754340	1036822
Morgan	Traill	91	35.936	0.000	47.628581	-97.282464	3809754380	1036706
Morris	Ramsey	53	32.975	3.047	48.234316	-98.763196	3807154420	1759581
Morton	Burleigh	42	35.965	0.011	46.670371	-100.385483	3801554460	1759342
Moscow	Cavalier	17	34.993	1.008	48.761779	-98.666598	3801954500	1759373
Mott	Hettinger	60	35.202	0.068	46.421707	-102.370568	3804154660	2397841
Mound	Slope	7	35.794	0.065	46.415294	-103.734627	3808754700	1037167
Mount Carmel	Cavalier	41	44.352	0.681	48.942356	-98.419924	3801954820	1759374
Mount Rose	Bottineau	59	36.008	0.000	48.676125	-101.255384	3800954900	1759284
Mount View	Towner	54	35.281	0.559	48.845538	-99.456956	3809554940	1759657
Mountrail	Mountrail	28	35.841	0.041	47.898432	-101.925721	3806154860	1033976
Mouse River	McHenry	15	31.270	4.696	48.597085	-100.581768	3804954980	1759502
Munster	Eddy	56	35.908	0.165	47.711572	-99.221379	3802755100	1759409
Muskego	Renville	38	31.536	4.529	48.509808	-101.505933	3807555180	1759614
