Entrant	Constructor	Chassis	Engine	Tyre	Driver	Rounds
Cooper Car Company	Cooper - Bristol Cooper - Alta	T20 T23 T21	Bristol BS1 2.0 L6 Alta GP 2.5 L4	D	Adolfo Schwelm Cruz	1
Cooper Car Company	Cooper - Bristol Cooper - Alta	T20 T23 T21	Bristol BS1 2.0 L6 Alta GP 2.5 L4	D	Stirling Moss	5, 7, 9
Equipe Gordini	Gordini Simca-Gordini	Type 16 Type 15	Gordini 20 2.0 L6 Gordini 1500 1.5 L4	E	Robert Manzon	1
Equipe Gordini	Gordini Simca-Gordini	Type 16 Type 15	Gordini 20 2.0 L6 Gordini 1500 1.5 L4	E	Harry Schell	1, 3–7, 9
Equipe Gordini	Gordini Simca-Gordini	Type 16 Type 15	Gordini 20 2.0 L6 Gordini 1500 1.5 L4	E	Maurice Trintignant	1, 3–9
Equipe Gordini	Gordini Simca-Gordini	Type 16 Type 15	Gordini 20 2.0 L6 Gordini 1500 1.5 L4	E	Jean Behra	1, 4–8
Equipe Gordini	Gordini Simca-Gordini	Type 16 Type 15	Gordini 20 2.0 L6 Gordini 1500 1.5 L4	E	Carlos Menditeguy	1
Equipe Gordini	Gordini Simca-Gordini	Type 16 Type 15	Gordini 20 2.0 L6 Gordini 1500 1.5 L4	E	Pablo Birger	1
Equipe Gordini	Gordini Simca-Gordini	Type 16 Type 15	Gordini 20 2.0 L6 Gordini 1500 1.5 L4	E	Roberto Mieres	3, 5, 9
Equipe Gordini	Gordini Simca-Gordini	Type 16 Type 15	Gordini 20 2.0 L6 Gordini 1500 1.5 L4	E	Fred Wacker	4
Ecurie Rosier	Ferrari	500	Ferrari 500 2.0 L4	D	Louis Rosier	3–7, 9
Ecurie Rosier	Ferrari	500	Ferrari 500 2.0 L4	E	Louis Rosier	8
Enrico Platé	Maserati	A6GCM	Maserati A6 2.0 L6	P	Toulo de Graffenried	3
Connaught Engineering	Connaught - Lea-Francis	Type A	Lea-Francis 2.0 L4	D	Roy Salvadori	3, 5–7, 9
Connaught Engineering	Connaught - Lea-Francis	Type A	Lea-Francis 2.0 L4	D	Kenneth McAlpine	3, 6–7, 9
Connaught Engineering	Connaught - Lea-Francis	Type A	Lea-Francis 2.0 L4	D	Stirling Moss	3
Connaught Engineering	Connaught - Lea-Francis	Type A	Lea-Francis 2.0 L4	D	Prince Bira	5–7
Connaught Engineering	Connaught - Lea-Francis	Type A	Lea-Francis 2.0 L4	D	Jack Fairman	9
Ecurie Belge	Connaught - Lea-Francis	Type A	Lea-Francis 2.0 L4	E	Johnny Claes	3, 5, 7, 9
Ecurie Belge	Connaught - Lea-Francis	Type A	Lea-Francis 2.0 L4	E	André Pilette	4
Ken Wharton	Cooper - Bristol	T23	Bristol BS1 2.0 L6	D	Ken Wharton	3, 5–6, 8–9
HW Motors	HWM - Alta	53	Alta GP 2.5 L4	D	Peter Collins	3–6
HW Motors	HWM - Alta	53	Alta GP 2.5 L4	D	Lance Macklin	3–6, 8–9
HW Motors	HWM - Alta	53	Alta GP 2.5 L4	D	Paul Frère	4, 8
HW Motors	HWM - Alta	53	Alta GP 2.5 L4	D	Yves Giraud-Cabantous	5, 9
HW Motors	HWM - Alta	53	Alta GP 2.5 L4	D	Duncan Hamilton	6
HW Motors	HWM - Alta	53	Alta GP 2.5 L4	D	Jack Fairman	6
HW Motors	HWM - Alta	53	Alta GP 2.5 L4	D	Albert Scherrer	8
HW Motors	HWM - Alta	53	Alta GP 2.5 L4	D	John Fitch	9
Emmanuel de Graffenried	Maserati	A6GCM	Maserati A6 2.0 L6	P	Toulo de Graffenried	4–9
Georges Berger	Simca-Gordini	Type 15	Gordini 1500 1.5 L4	E	Georges Berger	4
Arthur Legat	Veritas	Meteor	Veritas 2.0 L6	E	Arthur Legat	4
Ecurie Francorchamps	Ferrari	500	Ferrari 500 2.0 L4	E	Jacques Swaters	4, 7–8
Tony Gaze	Ferrari	500	Ferrari 500 2.0 L4	E	Charles de Tornaco	4
Louis Chiron	OSCA	20	OSCA 2000 2.0 L6	P	Louis Chiron	5, 9
Élie Bayol	OSCA	20	OSCA 2000 2.0 L6	P	Élie Bayol	5
Bob Gerard	Cooper - Bristol	T23	Bristol BS1 2.0 L6	D	Bob Gerard	5–6
R.R.C. Walker Racing Team	Connaught - Lea-Francis	Type A	Lea-Francis 2.0 L4	D	Tony Rolt	6
Ecurie Ecosse	Connaught - Lea-Francis Cooper - Bristol	Type A T20	Lea-Francis 2.0 L4 Bristol BS1 2.0 L6	D	Ian Stewart	6
Ecurie Ecosse	Connaught - Lea-Francis Cooper - Bristol	Type A T20	Lea-Francis 2.0 L4 Bristol BS1 2.0 L6	D	Jimmy Stewart	6
R.J. Chase	Cooper - Bristol	T23	Bristol BS1 2.0 L6	D	Alan Brown	6
Atlantic Stable	Cooper - Alta	T24	Alta GP 2.5 L4	D	Peter Whitehead	6
Tony Crook	Cooper - Bristol	T20	Bristol BS1 2.0 L6	D	Tony Crook	6
Hans Stuck	AFM - Bristol	6	Bristol BS1 2.0 L6	D	Hans Stuck	7, 9
Wolfgang Seidel	Veritas	RS	Veritas 2.0 L6	D	Wolfgang Seidel	7
Willi Heeks	Veritas	Meteor	Veritas 2.0 L6	D	Willi Heeks	7
Theo Helfrich	Veritas	RS	Veritas 2.0 L6	D	Theo Helfrich	7
Oswald Karch	Veritas	RS	Veritas 2.0 L6	D	Oswald Karch	7
Helmut Niedermayr	AFM - BMW	U8	BMW 328 2.0 L6	D	Theo Fitzau	7
Ernst Loof	Veritas	Meteor	Veritas 2.0 L6	D	Ernst Loof	7
Hans Herrmann	Veritas	Meteor	Veritas 2.0 L6	D	Hans Herrmann	7
Erwin Bauer	Veritas	RS	Veritas 2.0 L6	D	Erwin Bauer	7
Ecurie Espadon	Ferrari	166 C 500	Ferrari 125 1.5 V12 Ferrari 500 2.0 L4	P	Kurt Adolff	7
Ecurie Espadon	Ferrari	166 C 500	Ferrari 125 1.5 V12 Ferrari 500 2.0 L4	P	Peter Hirt	8
Ecurie Espadon	Ferrari	166 C 500	Ferrari 125 1.5 V12 Ferrari 500 2.0 L4	P	Max de Terra	8
Rennkollektiv EMW	EMW	R2	EMW 6 2.0 L6	D	Edgar Barth	7
Dora Greifzu	Reif - BMW	Eigenbau	BMW 328 2.0 L6	D	Rudolf Krause	7
Ernst Klodwig	Heck - BMW	Eigenbau	BMW 328 2.0 L6	D	Ernst Klodwig	7
Equipe Anglaise	Cooper - Bristol	T23	Bristol BS1 2.0 L6	D	Alan Brown	7, 9
Equipe Anglaise	Cooper - Bristol	T23	Bristol BS1 2.0 L6	D	Helmut Glöckler	7
Rodney Nuckey	Cooper - Bristol	T23	Bristol BS1 2.0 L6	D	Rodney Nuckey	7
Günther Bechem	AFM - BMW	50–5	BMW 328 2.0 L6	D	Günther Bechem	7
Escuderia Bandeirantes	Maserati	A6GCM	Maserati A6 2.0 L6	P	Chico Landi	8
OSCA Automobili	OSCA	20	OSCA 2000 2.0 L6	P	Élie Bayol	9
Scuderia Milano	Maserati	A6GCM	Maserati A6 2.0 L6	P	Chico Landi	9
Scuderia Milano	Maserati	A6GCM	Maserati A6 2.0 L6	P	Prince Bira	9
