Code	Type	Name	Area (km 2 )	Population	Regional County Municipality	Region
53085	P	Saint-Gérard-Majella	37.81	259	Pierre-De Saurel	16
54008	V	Saint-Pie	106.47	5,224	Les Maskoutains	16
54017	M	Saint-Damase	79.06	2,498	Les Maskoutains	16
54025	VL	Sainte-Madeleine	5.30	2,214	Les Maskoutains	16
54030	P	Sainte-Marie-Madeleine	49.53	2,713	Les Maskoutains	16
54035	M	La Présentation	104.71	2,078	Les Maskoutains	16
54048	V	Saint-Hyacinthe	189.11	51,984	Les Maskoutains	16
54060	M	Saint-Dominique	70.16	2,308	Les Maskoutains	16
54065	M	Saint-Valérien-de-Milton	106.44	1,785	Les Maskoutains	16
54072	M	Saint-Liboire	72.90	2,846	Les Maskoutains	16
54090	M	Saint-Simon	68.66	1,136	Les Maskoutains	16
54095	M	Sainte-Hélène-de-Bagot	73.53	1,541	Les Maskoutains	16
54100	M	Saint-Hugues	89.30	1,420	Les Maskoutains	16
54105	M	Saint-Barnabé-Sud	57.08	881	Les Maskoutains	16
54110	M	Saint-Jude	77.36	1,111	Les Maskoutains	16
54115	M	Saint-Bernard-de-Michaudville	64.80	581	Les Maskoutains	16
54120	M	Saint-Louis	45.92	752	Les Maskoutains	16
54125	M	Saint-Marcel-de-Richelieu	50.21	613	Les Maskoutains	16
55008	M	Ange-Gardien	89.07	1,994	Rouville	16
55015	M	Saint-Paul-d'Abbotsford	79.59	2,910	Rouville	16
55023	V	Saint-Césaire	84.14	5,039	Rouville	16
55030	M	Sainte-Angèle-de-Monnoir	45.49	1,474	Rouville	16
55037	M	Rougemont	44.48	2,631	Rouville	16
55048	V	Marieville	64.25	7,377	Rouville	16
55057	V	Richelieu	29.75	5,658	Rouville	16
55065	M	Saint-Mathias-sur-Richelieu	48.22	4,453	Rouville	16
56005	M	Venise-en-Québec	13.57	1,414	Le Haut-Richelieu	16
56010	M	Saint-Georges-de-Clarenceville	63.76	1,170	Le Haut-Richelieu	16
56015	M	Noyan	43.79	1,192	Le Haut-Richelieu	16
56023	M	Lacolle	49.17	2,502	Le Haut-Richelieu	16
56030	M	Saint-Valentin	40.09	527	Le Haut-Richelieu	16
56035	M	Saint-Paul-de-l'Île-aux-Noix	29.47	2,049	Le Haut-Richelieu	16
56042	M	Henryville	64.87	1,520	Le Haut-Richelieu	16
56050	M	Saint-Sébastien	62.65	759	Le Haut-Richelieu	16
56055	M	Saint-Alexandre	76.55	2,517	Le Haut-Richelieu	16
56060	P	Sainte-Anne-de-Sabrevois	45.24	1,964	Le Haut-Richelieu	16
56065	M	Saint-Blaise-sur-Richelieu	68.42	2,040	Le Haut-Richelieu	16
56083	V	Saint-Jean-sur-Richelieu	225.61	86,802	Le Haut-Richelieu	16
56097	M	Mont-Saint-Grégoire	79.92	3,077	Le Haut-Richelieu	16
56105	M	Sainte-Brigide-d'Iberville	68.89	1,260	Le Haut-Richelieu	16
57005	V	Chambly	25.01	22,332	La Vallée-du-Richelieu	16
57010	V	Carignan	62.39	6,911	La Vallée-du-Richelieu	16
57020	V	Saint-Basile-le-Grand	34.82	15,100	La Vallée-du-Richelieu	16
57025	M	McMasterville	3.00	4,773	La Vallée-du-Richelieu	16
57030	V	Otterburn Park	5.20	8,696	La Vallée-du-Richelieu	16
57033	M	Saint-Jean-Baptiste	75.98	2,875	La Vallée-du-Richelieu	16
57035	V	Mont-Saint-Hilaire	38.96	15,820	La Vallée-du-Richelieu	16
57040	V	Beloeil	24.00	19,428	La Vallée-du-Richelieu	16
57045	M	Saint-Mathieu-de-Beloeil	39.26	2,381	La Vallée-du-Richelieu	16
57050	M	Saint-Marc-sur-Richelieu	59.51	1,992	La Vallée-du-Richelieu	16
57057	M	Saint-Charles-sur-Richelieu	63.59	1,808	La Vallée-du-Richelieu	16
57068	M	Saint-Denis-sur-Richelieu	82.20	2,272	La Vallée-du-Richelieu	16
57075	M	Saint-Antoine-sur-Richelieu	65.26	1,571	La Vallée-du-Richelieu	16
58007	V	Brossard	44.77	71,372	Not part of a RCM	16
58012	V	Saint-Lambert	6.43	21,772	Not part of a RCM	16
58033	V	Boucherville	69.33	38,526	Not part of a RCM	16
58037	V	Saint-Bruno-de-Montarville	41.89	24,571	Not part of a RCM	16
58227	V	Longueuil	111.50	231,969	Not part of a RCM	16
59010	V	Sainte-Julie	47.78	29,000	Marguerite-D'Youville	16
59015	M	Saint-Amable	38.04	8,135	Marguerite-D'Youville	16
59020	V	Varennes	93.96	20,608	Marguerite-D'Youville	16
59025	M	Verchères	72.77	5,103	Marguerite-D'Youville	16
59030	P	Calixa-Lavallée	32.42	517	Marguerite-D'Youville	16
59035	V	Contrecœur	61.56	5,603	Marguerite-D'Youville	16
67005	M	Saint-Mathieu	32.27	2,032	Roussillon	16
67010	M	Saint-Philippe	61.66	4,763	Roussillon	16
67015	V	La Prairie	43.53	21,609	Roussillon	16
67020	V	Candiac	16.40	14,866	Roussillon	16
67025	V	Delson	7.76	7,382	Roussillon	16
67030	V	Sainte-Catherine	9.06	16,770	Roussillon	16
67035	V	Saint-Constant	56.58	24,679	Roussillon	16
67040	P	Saint-Isidore	52.00	2,476	Roussillon	16
67045	V	Mercier	45.89	10,231	Roussillon	16
67050	V	Châteauguay	35.37	43,178	Roussillon	16
67055	V	Léry	10.98	2,368	Roussillon	16
68005	P	Saint-Bernard-de-Lacolle	112.63	1,601	Les Jardins-de-Napierville	16
68010	VL	Hemmingford	0.85	737	Les Jardins-de-Napierville	16
68015	CT	Hemmingford	155.78	1,735	Les Jardins-de-Napierville	16
68020	M	Sainte-Clotilde	78.96	1,593	Les Jardins-de-Napierville	16
68025	M	Saint-Patrice-de-Sherrington	91.47	1,946	Les Jardins-de-Napierville	16
68030	M	Napierville	4.53	3,310	Les Jardins-de-Napierville	16
68035	M	Saint-Cyprien-de-Napierville	97.62	1,414	Les Jardins-de-Napierville	16
68040	M	Saint-Jacques-le-Mineur	65.19	1,670	Les Jardins-de-Napierville	16
68045	M	Saint-Édouard	52.91	1,226	Les Jardins-de-Napierville	16
68050	M	Saint-Michel	57.36	2,681	Les Jardins-de-Napierville	16
68055	V	Saint-Rémi	79.66	6,089	Les Jardins-de-Napierville	16
69005	CT	Havelock	87.98	853	Le Haut-Saint-Laurent	16
69010	M	Franklin	112.19	1,601	Le Haut-Saint-Laurent	16
69017	M	Saint-Chrysostome	99.54	2,689	Le Haut-Saint-Laurent	16
69025	M	Howick	0.89	589	Le Haut-Saint-Laurent	16
69030	P	Très-Saint-Sacrement	97.30	1,250	Le Haut-Saint-Laurent	16
69037	M	Ormstown	142.39	3,742	Le Haut-Saint-Laurent	16
69045	M	Hinchinbrooke	148.95	2,425	Le Haut-Saint-Laurent	16
69050	M	Elgin	69.38	463	Le Haut-Saint-Laurent	16
69055	V	Huntingdon	2.58	2,695	Le Haut-Saint-Laurent	16
69060	CT	Godmanchester	138.77	1,512	Le Haut-Saint-Laurent	16
69065	M	Sainte-Barbe	39.78	1,407	Le Haut-Saint-Laurent	16
69070	M	Saint-Anicet	136.25	2,736	Le Haut-Saint-Laurent	16
69075	CT	Dundee	94.20	406	Le Haut-Saint-Laurent	16
70005	M	Saint-Urbain-Premier	52.24	1,181	Beauharnois-Salaberry	16
70012	M	Sainte-Martine	59.79	4,037	Beauharnois-Salaberry	16
70022	V	Beauharnois	73.05	12,041	Beauharnois-Salaberry	16
70030	M	Saint-Étienne-de-Beauharnois	41.62	738	Beauharnois-Salaberry	16
70035	P	Saint-Louis-de-Gonzague	78.52	1,402	Beauharnois-Salaberry	16
70040	M	Saint-Stanislas-de-Kostka	62.16	1,653	Beauharnois-Salaberry	16
70052	V	Salaberry-de-Valleyfield	100.96	40,056	Beauharnois-Salaberry	16
71005	M	Rivière-Beaudette	19.62	1,701	Vaudreuil-Soulanges	16
71015	M	Saint-Télesphore	59.62	777	Vaudreuil-Soulanges	16
71020	M	Saint-Polycarpe	70.80	1,737	Vaudreuil-Soulanges	16
71025	M	Saint-Zotique	24.24	4,947	Vaudreuil-Soulanges	16
71033	M	Les Coteaux	12.11	3,684	Vaudreuil-Soulanges	16
71040	V	Coteau-du-Lac	46.57	6,458	Vaudreuil-Soulanges	16
71045	M	Saint-Clet	38.61	1,663	Vaudreuil-Soulanges	16
71050	M	Les Cèdres	78.31	5,842	Vaudreuil-Soulanges	16
71055	VL	Pointe-des-Cascades	2.66	1,014	Vaudreuil-Soulanges	16
71060	V	L'Île-Perrot	4.86	10,131	Vaudreuil-Soulanges	16
71065	V	Notre-Dame-de-l'Île-Perrot	28.14	9,783	Vaudreuil-Soulanges	16
71070	V	Pincourt	8.36	10,960	Vaudreuil-Soulanges	16
71075	M	Terrasse-Vaudreuil	1.08	2,086	Vaudreuil-Soulanges	16
71083	V	Vaudreuil-Dorion	73.18	24,589	Vaudreuil-Soulanges	16
71090	VL	Vaudreuil-sur-le-Lac	1.73	1,058	Vaudreuil-Soulanges	16
71095	V	L'Île-Cadieux	0.62	141	Vaudreuil-Soulanges	16
71100	V	Hudson	21.62	5,193	Vaudreuil-Soulanges	16
71105	V	Saint-Lazare	67.59	15,954	Vaudreuil-Soulanges	16
71110	M	Sainte-Marthe	80.23	1,142	Vaudreuil-Soulanges	16
71115	M	Sainte-Justine-de-Newton	84.14	968	Vaudreuil-Soulanges	16
71125	M	Très-Saint-Rédempteur	25.40	645	Vaudreuil-Soulanges	16
71133	M	Rigaud	97.15	6,724	Vaudreuil-Soulanges	16
71140	VL	Pointe-Fortune	9.09	512	Vaudreuil-Soulanges	16
