Township	County	Pop. (2010)	Land ( sqmi )	Water (sqmi)	Latitude	Longitude	GEO ID	ANSI code
Beisigl	Adams	22	36.043	0.012	46.159684	-102.098148	3800105700	01759233
Belford	Richland	122	35.679	0.000	46.152958	-96.948315	3807705860	01036830
Bell	Cass	36	35.914	0.000	47.195265	-97.133704	3801705900	01036395
Belmont	Traill	76	25.009	0.000	47.622701	-96.915850	3809705940	01036699
Bentinck	Bottineau	25	35.708	0.248	48.850490	-101.168188	3800906020	01759266
Bentru	Grand Forks	77	17.599	0.130	47.708392	-96.948699	3803506100	01036584
Bergen	Nelson	39	35.321	0.576	47.708551	-98.322508	3806306220	01036560
Berlin	Cass	124	34.192	0.000	47.019309	-97.009609	3801706260	01036381
Berlin	Sheridan	42	34.492	1.557	47.709864	-100.123218	3808306340	01759629
Berlin	Wells	28	34.775	1.265	47.367093	-99.575078	3810306380	01037127
Berthold	Ward	76	35.862	0.272	48.330945	-101.717380	3810106500	01036946
Berwick	McHenry	57	36.078	0.246	48.333649	-100.291468	3804906580	01759483
Bethel	Towner	32	35.674	0.276	48.508175	-99.025178	3809506620	01759648
Bicker	Mountrail	36	35.789	0.131	48.510155	-102.801739	3806106700	01037199
Big Bend	Mountrail	33	31.422	5.114	47.883827	-102.583709	3806106800	01759550
Big Bend	Ransom	153	36.255	0.103	46.405746	-97.605490	3807306820	01036869
Big Meadow	Williams	27	34.888	1.005	48.583015	-103.101268	3810506860	01037009
Big Stone	Williams	31	35.712	0.158	48.582670	-103.331141	3810506900	01759720
Billings	Cavalier	13	28.209	0.269	48.579395	-98.517994	3801906940	01759351
Bilodeau	Wells	41	35.573	0.212	47.454060	-99.319948	3810306980	01759697
Bingham	Traill	70	30.044	0.048	47.541156	-96.912555	3809707060	01036698
Binghampton	Barnes	76	35.538	0.085	46.760700	-97.744686	3800307100	01036406
Birtsell	Foster	97	35.749	0.126	47.537051	-99.191835	3803107140	01759418
Bjornson	McHenry	42	35.393	0.279	47.896062	-100.894818	3804907300	01759484
Black Butte	Hettinger	41	35.795	0.000	46.499943	-102.613520	3804107380	01759447
Black Loam	LaMoure	44	35.959	0.067	46.493084	-98.107170	3804507420	01036895
Blacktail	Williams	62	35.833	0.237	48.414394	-103.730302	3810507460	01759721
Blackwater	McLean	27	35.344	0.122	47.628974	-101.751285	3805507500	01759527
Blaine	Bottineau	26	35.889	0.023	48.683439	-101.375325	3800907540	01759267
Blanchard	Traill	87	36.012	0.000	47.367463	-97.282684	3809707660	01036685
Bloom	Stutsman	554	33.776	0.573	46.942845	-98.618900	3809307740	01036469
Bloomenfield	Stutsman	34	34.280	1.742	46.747452	-99.279759	3809307780	01036463
Bloomfield	Traill	130	36.059	0.000	47.367479	-97.155083	3809707820	01036682
Blooming	Grand Forks	295	34.525	0.329	47.972550	-97.297617	3803507860	01036605
Blooming Prairie	Divide	50	42.168	1.102	48.945295	-103.395531	3802307900	01036928
Blooming Valley	Divide	47	35.564	0.528	48.851356	-103.135611	3802307940	01759387
Blue Butte	McKenzie	79	34.495	1.183	47.886549	-102.953006	3805308020	01036961
Blue Hill	McLean	16	35.876	0.079	47.790088	-101.669787	3805508060	01759528
Blue Ridge	Williams	35	33.932	2.121	48.585864	-103.590163	3810508100	01037004
Bluebird	LaMoure	35	35.572	0.060	46.499580	-98.848322	3804507980	01036907
Bohnsack	Traill	55	35.057	0.000	47.281305	-97.133710	3809708140	01036681
Bonetraill	Williams	17	36.007	0.000	48.416393	-103.863340	3810508260	01759722
Boone	Sheridan	16	35.267	0.650	47.544779	-100.086317	3808308300	01037149
Border	Divide	22	35.219	0.818	48.756709	-102.994599	3802308340	01037008
Bordulac	Foster	75	34.028	1.876	47.362981	-98.936408	3803108420	01759419
Bowbells	Burke	42	35.114	0.350	48.756547	-102.207137	3801308540	02397777
Bowen	Sargent	67	35.712	0.000	46.153253	-97.695296	3808108620	01036806
Bowman	Bowman	257	34.235	0.081	46.155936	-103.444271	3801108740	01037225
Boyd	Burleigh	134	35.992	0.000	46.765077	-100.520928	3801508780	01759334
Boyesen	Bowman	23	35.820	0.109	46.079836	-103.304148	3801108820	01037227
Brampton	Sargent	59	36.381	0.053	45.986341	-97.830964	3808108980	01036788
Brandenburg	Richland	102	35.249	0.000	46.152860	-96.824503	3807709020	01036828
Brander	Bottineau	54	35.726	0.265	48.755867	-101.026977	3800909060	01759268
Brandon	Renville	72	34.743	0.130	48.747978	-101.570983	3807509100	01759599
Bremen	Wells	47	35.825	0.238	47.709329	-99.350957	3810309260	01759696
Brenna	Grand Forks	725	35.983	0.027	47.888770	-97.171507	3803509300	01036602
Brightwood	Richland	203	32.696	1.977	46.069255	-96.936548	3807709340	01036821
Brillian	Ward	57	36.200	0.012	47.980022	-101.034374	3810109380	01759674
Brimer	Barnes	59	35.524	0.452	47.015788	-98.393490	3800309420	01036433
Brittian	Hettinger	17	35.700	0.077	46.303491	-102.218605	3804109580	01759448
Broadlawn	Steele	41	35.250	0.062	47.279320	-97.508269	3809109620	01036657
Broadview	Griggs	38	33.916	1.469	47.281208	-98.012284	3803909660	01036629
Broe	Benson	35	35.497	0.546	48.146770	-99.641921	3800509740	01759238
Brookbank	Mountrail	34	35.908	0.012	48.158814	-102.500392	3806109780	01037114
Brooklyn	Williams	27	35.622	0.007	48.233917	-103.270596	3810509820	01037022
Brown	McHenry	80	35.217	0.206	47.980892	-100.896087	3804909860	01759485
Bruce	Cavalier	17	35.304	0.796	48.768683	-98.918404	3801909900	01759352
Bryan	Griggs	39	35.946	0.021	47.536605	-98.425381	3803909940	01036655
Bucephalia	Foster	43	35.428	0.659	47.377046	-98.824726	3803110020	01759420
Buchanan	Stutsman	99	33.901	1.971	47.014694	-98.775046	3809310100	01036483
Buckeye	Kidder	30	32.527	3.355	47.030261	-99.647098	3804310180	01037189
Bucklin	Slope	19	32.167	0.037	46.348091	-103.983039	3808710220	01037203
Bucyrus	Adams	27	35.579	0.000	46.075576	-102.808847	3800110340	01037244
Buena Vista	Bowman	21	30.565	0.000	46.242991	-103.057674	3801110380	01037257
Buffalo	Cass	82	35.896	0.047	46.938460	-97.481862	3801710460	01036377
Buford	Williams	74	33.795	1.681	48.003781	-103.920550	3810510540	01759723
Bull Butte	Williams	13	51.324	0.101	48.335541	-103.960814	3810510620	01759724
Bull Moose	Wells	34	33.509	2.140	47.462696	-99.962955	3810310700	01037154
Bullion	Golden Valley	28	35.863	0.019	46.678238	-103.769006	3803310660	01037076
Bunker	Kidder	22	36.008	0.064	46.673341	-99.764095	3804310740	01037060
Burg	Divide	24	35.629	0.464	48.767137	-103.518331	3802310780	01036925
Burke	Mountrail	39	35.543	0.181	48.240127	-102.245896	3806110860	01037021
Burlington	Ward	388	35.307	0.060	48.238448	-101.464843	3810110980	01036986
Burt	Ward	102	35.695	0.423	48.160483	-101.458160	3810111100	01037049
Bush	Eddy	40	35.504	0.698	47.803541	-98.975206	3802711140	01759399
Butte	McLean	13	35.660	0.371	47.808401	-100.789051	3805511220	02406943
Butte Valley	Benson	55	35.310	0.643	48.144251	-99.513260	3800511260	01759239
Buxton	Traill	107	35.108	0.000	47.628339	-97.155910	3809711380	01036704
Byersville	McLean	11	34.811	1.250	47.731660	-100.638829	3805511420	01759529
Byron	Cavalier	27	44.436	0.533	48.934555	-98.780896	3801911460	01759353
