Townland	Area( acres )	Barony	Civil parish	Poor law union
Gortnadihy	111	West Carbery (E.D.)	Kilmacabea	Skibbereen
Gortnalicky	149	West Carbery (E.D.)	Creagh	Skibbereen
Gortnalour	49	West Carbery (E.D.)	Clear-island	Skibbereen
Gortnamucklagh	332	West Carbery (E.D.)	Abbeystrowry	Skibbereen
Gortshaneerone	134	West Carbery (E.D.)	Creagh	Skibbereen
Gurrancs	163	West Carbery (E.D.)	Castlehaven	Skibbereen
Gurteeniher	362	West Carbery (E.D.)	Dromdaleague	Skibbereen
Gurteenroe	128	West Carbery (E.D.)	Aghadown	Skibbereen
Harboursmouth	41	West Carbery (E.D.)	Tullagh	Skibbereen
Hare Island (or Inishodriscol)	380	West Carbery (E.D.)	Aghadown	Skibbereen
High Island	3	West Carbery (E.D.)	Myross	Skibbereen
Highfield	576	West Carbery (E.D.)	Creagh	Skibbereen
Hollyhill	357	West Carbery (E.D.)	Aghadown	Skibbereen
Horse Island	26	West Carbery (E.D.)	Castlehaven	Skibbereen
Illaunbrock	3	West Carbery (E.D.)	Tullagh	Skibbereen
Illaungawna	8	West Carbery (E.D.)	Aghadown	Skibbereen
Illaunkearagh	1	West Carbery (E.D.)	Aghadown	Skibbereen
Illaunnaseer	2	West Carbery (E.D.)	Creagh	Skibbereen
Inane	188	West Carbery (E.D.)	Creagh	Skibbereen
Inane	79	West Carbery (E.D.)	Castlehaven	Skibbereen
Inchinagotagh	303	West Carbery (E.D.)	Abbeystrowry	Skibbereen
Inishbeg	370	West Carbery (E.D.)	Aghadown	Skibbereen
Inishleigh	13	West Carbery (E.D.)	Aghadown	Skibbereen
Inishodriscol (or Hare Island)	380	West Carbery (E.D.)	Aghadown	Skibbereen
Jeremiah's Island	1	West Carbery (E.D.)	Creagh	Skibbereen
Keamore	469	West Carbery (E.D.)	Kilmacabea	Skibbereen
Kedge Island	7	West Carbery (E.D.)	Tullagh	Skibbereen
Keenleen	86	West Carbery (E.D.)	Clear-island	Skibbereen
Kilfadeen	147	West Carbery (E.D.)	Kilmacabea	Skibbereen
Kilkilleen	239	West Carbery (E.D.)	Aghadown	Skibbereen
Killaderry	196	West Carbery (E.D.)	Castlehaven	Skibbereen
Killahane	50	West Carbery (E.D.)	Dromdaleague	Skibbereen
Killangal	371	West Carbery (E.D.)	Castlehaven	Skibbereen
Killaveenoge East	337	West Carbery (E.D.)	Drinagh	Skibbereen
Killaveenoge West	473	West Carbery (E.D.)	Drinagh	Skibbereen
Killeenanimrish	14	West Carbery (E.D.)	Kilmacabea	Skibbereen
Killickaforavane	39	West Carbery (E.D.)	Clear-island	Skibbereen
Kilmoon	223	West Carbery (E.D.)	Tullagh	Skibbereen
Kilmore	338	West Carbery (E.D.)	Dromdaleague	Skibbereen
Kilnaclasha	560	West Carbery (E.D.)	Abbeystrowry	Skibbereen
Kilnahera East	257	West Carbery (E.D.)	Dromdaleague	Skibbereen
Kilnahera West	115	West Carbery (E.D.)	Dromdaleague	Skibbereen
Kilsarlaght	282	West Carbery (E.D.)	Aghadown	Skibbereen
Kilscohanagh	352	West Carbery (E.D.)	Dromdaleague	Skibbereen
Knockanacohig	62	West Carbery (E.D.)	Clear-island	Skibbereen
Knockane	364	West Carbery (E.D.)	Dromdaleague	Skibbereen
Knockaneagh	132	West Carbery (E.D.)	Kilmacabea	Skibbereen
Knockannamaurnagh	38	West Carbery (E.D.)	Clear-island	Skibbereen
Knockanoulty	64	West Carbery (E.D.)	Tullagh	Skibbereen
Knockaphreaghane	96	West Carbery (E.D.)	Tullagh	Skibbereen
Knockataggart	133	West Carbery (E.D.)	Creagh	Skibbereen
Knockdrum	29	West Carbery (E.D.)	Castlehaven	Skibbereen
Knockeen	160	West Carbery (E.D.)	Aghadown	Skibbereen
Knocknamohalagh	91	West Carbery (E.D.)	Aghadown	Skibbereen
Knocknaraha	155	West Carbery (E.D.)	Aghadown	Skibbereen
Lackaghane	185	West Carbery (E.D.)	Creagh	Skibbereen
Lahanaght	971	West Carbery (E.D.)	Drinagh	Skibbereen
Lahardane Beg	71	West Carbery (E.D.)	Castlehaven	Skibbereen
Lahardane More	232	West Carbery (E.D.)	Castlehaven	Skibbereen
Laheratanvally	123	West Carbery (E.D.)	Aghadown	Skibbereen
Lahernathee	119	West Carbery (E.D.)	Creagh	Skibbereen
Lahertidaly	138	West Carbery (E.D.)	Abbeystrowry	Skibbereen
League, The	3	West Carbery (E.D.)	Myross	Skibbereen
Leighcloon	207	West Carbery (E.D.)	Aghadown	Skibbereen
Leitry Lower	357	West Carbery (E.D.)	Dromdaleague	Skibbereen
Leitry Upper	383	West Carbery (E.D.)	Dromdaleague	Skibbereen
Letterscanlan	97	West Carbery (E.D.)	Aghadown	Skibbereen
Lettertinlish	397	West Carbery (E.D.)	Castlehaven	Skibbereen
Licknavar	284	West Carbery (E.D.)	Creagh	Skibbereen
Lickowen	139	West Carbery (E.D.)	Castlehaven	Skibbereen
Lisheen Lower	61	West Carbery (E.D.)	Aghadown	Skibbereen
Lisheen Upper	187	West Carbery (E.D.)	Aghadown	Skibbereen
Lisheennapingina	92	West Carbery (E.D.)	Abbeystrowry	Skibbereen
Lisheenroe	167	West Carbery (E.D.)	Castlehaven	Skibbereen
Lissalohorig	419	West Carbery (E.D.)	Abbeystrowry	Skibbereen
Lissamona	176	West Carbery (E.D.)	Clear-island	Skibbereen
Lissane Lower	246	West Carbery (E.D.)	Caheragh	Skibbereen
Lissane Upper	281	West Carbery (E.D.)	Caheragh	Skibbereen
Lissanoohig	314	West Carbery (E.D.)	Abbeystrowry	Skibbereen
Lissarankin	144	West Carbery (E.D.)	Castlehaven	Skibbereen
Lissaree	137	West Carbery (E.D.)	Aghadown	Skibbereen
Listarkin	163	West Carbery (E.D.)	Myross	Skibbereen
Loughcrot	213	West Carbery (E.D.)	Dromdaleague	Skibbereen
Loughmarsh	112	West Carbery (E.D.)	Aghadown	Skibbereen
Low Island	1	West Carbery (E.D.)	Myross	Skibbereen
Lurriga	165	West Carbery (E.D.)	Abbeystrowry	Skibbereen
Lyre	212	West Carbery (E.D.)	Aghadown	Skibbereen
Mallavonea	140	West Carbery (E.D.)	Aghadown	Skibbereen
Mallavonea	26	West Carbery (E.D.)	Abbeystrowry	Skibbereen
Marsh	154	West Carbery (E.D.)	Abbeystrowry	Skibbereen
Maulagow	269	West Carbery (E.D.)	Drinagh	Skibbereen
Maulatrahane	345	West Carbery (E.D.)	Kilmacabea	Skibbereen
Maulbrack	450	West Carbery (E.D.)	Abbeystrowry	Skibbereen
Maulicarrane	114	West Carbery (E.D.)	Myross	Skibbereen
Maulnagirra	211	West Carbery (E.D.)	Kilmacabea	Skibbereen
Maulnaskeha	275	West Carbery (E.D.)	Dromdaleague	Skibbereen
Mealisheen	58	West Carbery (E.D.)	Kilmacabea	Skibbereen
Milleenahorna	195	West Carbery (E.D.)	Abbeystrowry	Skibbereen
Milleenawillin	219	West Carbery (E.D.)	Abbeystrowry	Skibbereen
Minanes	569	West Carbery (E.D.)	Drinagh	Skibbereen
Mohanagh	675	West Carbery (E.D.)	Aghadown	Skibbereen
Moneyvollahane	342	West Carbery (E.D.)	Castlehaven	Skibbereen
Moyny East	318	West Carbery (E.D.)	Dromdaleague	Skibbereen
Moyny Lower	216	West Carbery (E.D.)	Dromdaleague	Skibbereen
Moyny Middle	107	West Carbery (E.D.)	Dromdaleague	Skibbereen
Moyny Upper	225	West Carbery (E.D.)	Dromdaleague	Skibbereen
Mullaghmesha	423	West Carbery (E.D.)	Dromdaleague	Skibbereen
Munnane	210	West Carbery (E.D.)	Aghadown	Skibbereen
Munnig North	354	West Carbery (E.D.)	Creagh	Skibbereen
Munnig South	77	West Carbery (E.D.)	Creagh	Skibbereen
Myross	226	West Carbery (E.D.)	Myross	Skibbereen
Oldcourt	218	West Carbery (E.D.)	Creagh	Skibbereen
Paddock	194	West Carbery (E.D.)	Aghadown	Skibbereen
Pookeen	159	West Carbery (E.D.)	Tullagh	Skibbereen
Poulnacallee	153	West Carbery (E.D.)	Aghadown	Skibbereen
Poundlick	362	West Carbery (E.D.)	Creagh	Skibbereen
Prohoness	288	West Carbery (E.D.)	Aghadown	Skibbereen
Quarantine Island	1	West Carbery (E.D.)	Tullagh	Skibbereen
Rabbit Island	17	West Carbery (E.D.)	Myross	Skibbereen
Raheen	159	West Carbery (E.D.)	Myross	Skibbereen
Raheen	256	West Carbery (E.D.)	Castlehaven	Skibbereen
Rahine	158	West Carbery (E.D.)	Aghadown	Skibbereen
Rathmore	709	West Carbery (E.D.)	Tullagh	Skibbereen
Rea	266	West Carbery (E.D.)	Abbeystrowry	Skibbereen
Rearahinagh	290	West Carbery (E.D.)	Dromdaleague	Skibbereen
Rearahinagh	357	West Carbery (E.D.)	Caheragh	Skibbereen
Reen	252	West Carbery (E.D.)	Myross	Skibbereen
Reencorreen	347	West Carbery (E.D.)	Abbeystrowry	Skibbereen
Reendacussane	94	West Carbery (E.D.)	Castlehaven	Skibbereen
Reenmore Island	41	West Carbery (E.D.)	Creagh	Skibbereen
Reenmurragha	500	West Carbery (E.D.)	Aghadown	Skibbereen
Reenroe	238	West Carbery (E.D.)	Dromdaleague	Skibbereen
Rossnagoose	86	West Carbery (E.D.)	Aghadown	Skibbereen
Russagh	431	West Carbery (E.D.)	Abbeystrowry	Skibbereen
Sandy Island	10	West Carbery (E.D.)	Tullagh	Skibbereen
Scobaun	180	West Carbery (E.D.)	Castlehaven	Skibbereen
Seehanes	307	West Carbery (E.D.)	Dromdaleague	Skibbereen
Shreelane	403	West Carbery (E.D.)	Kilmacabea	Skibbereen
Shronacarton	216	West Carbery (E.D.)	Dromdaleague	Skibbereen
Skahanagh	173	West Carbery (E.D.)	Myross	Skibbereen
Skeagh	552	West Carbery (E.D.)	Abbeystrowry	Skibbereen
Skeam East	49	West Carbery (E.D.)	Aghadown	Skibbereen
Skeam West	30	West Carbery (E.D.)	Aghadown	Skibbereen
Skiddy Island	1	West Carbery (E.D.)	Myross	Skibbereen
Slievemore	283	West Carbery (E.D.)	Tullagh	Skibbereen
Smorane	214	West Carbery (E.D.)	Creagh	Skibbereen
Smorane	223	West Carbery (E.D.)	Castlehaven	Skibbereen
Spanish Island	119	West Carbery (E.D.)	Creagh	Skibbereen
The Catalogues	4	West Carbery (E.D.)	Tullagh	Skibbereen
The League	3	West Carbery (E.D.)	Myross	Skibbereen
The Pike	363	West Carbery (E.D.)	Drinagh	Skibbereen
Toehead	219	West Carbery (E.D.)	Castlehaven	Skibbereen
Tonafora	83	West Carbery (E.D.)	Dromdaleague	Skibbereen
Toneagh	247	West Carbery (E.D.)	Dromdaleague	Skibbereen
Tooreen	521	West Carbery (E.D.)	Caheragh	Skibbereen
Tooreennasillane	166	West Carbery (E.D.)	Abbeystrowry	Skibbereen
Toormore	142	West Carbery (E.D.)	Aghadown	Skibbereen
Toughmacdermody	255	West Carbery (E.D.)	Drinagh	Skibbereen
Toughraheen	277	West Carbery (E.D.)	Dromdaleague	Skibbereen
Turkhead	88	West Carbery (E.D.)	Aghadown	Skibbereen
