Townland	Area( acres )	Barony	Civil parish	Poor law union
Ballykenefick	195	Imokilly	Inch	Middleton
Ballykilty	335	Imokilly	Clonpriest	Youghal
Ballykinealy	329	Imokilly	Kilmacdonogh	Youghal
Ballyknock	115	Imokilly	Cloyne	Middleton
Ballyknock	165	Imokilly	Ardagh	Youghal
Ballyknock	167	Imokilly	Trabolgan	Middleton
Ballyknock	279	Imokilly	Dungourney	Middleton
Ballylanders	322	Imokilly	Ballintemple	Middleton
Ballyling	114	Imokilly	Ightermurragh	Middleton
Ballyloagane	175	Imokilly	Kilmahon	Middleton
Ballymacandrick	155	Imokilly	Inch	Middleton
Ballymacandrick	228	Imokilly	Cloyne	Middleton
Ballymacask	249	Imokilly	Youghal	Youghal
Ballymackibbot	171	Imokilly	Ardagh	Youghal
Ballymacoda	552	Imokilly	Kilmacdonogh	Youghal
Ballymacooly Beg	163	Imokilly	Mogeely	Middleton
Ballymacooly More	270	Imokilly	Mogeely	Middleton
Ballymacotter	260	Imokilly	Ballintemple	Middleton
Ballymadog	365	Imokilly	Clonpriest	Youghal
Ballymakeagh	333	Imokilly	Kilmacdonogh	Youghal
Ballymakeagh Beg	177	Imokilly	Killeagh	Youghal
Ballymakeagh More	377	Imokilly	Killeagh	Youghal
Ballymaloe Beg	170	Imokilly	Kilmahon	Middleton
Ballymaloe More	241	Imokilly	Kilmahon	Middleton
Ballynacarriga	237	Imokilly	Killeagh	Youghal
Ballynacarriga	27	Imokilly	Youghal	Youghal
Ballynacorra	119	Imokilly	Middleton	Middleton
Ballynacorra East	155	Imokilly	Middleton	Middleton
Ballynacorra West	251	Imokilly	Middleton	Middleton
Ballynafarsid	120	Imokilly	Aghada	Middleton
Ballynaheila	94	Imokilly	Ardagh	Youghal
Ballynalahagh	405	Imokilly	Killeagh	Youghal
Ballynametagh	238	Imokilly	Mogeely	Middleton
Ballynamona	462	Imokilly	Kilmahon	Middleton
Ballynascarty	477	Imokilly	Ballyoughtera	Middleton
Ballyneague	222	Imokilly	Ardagh	Youghal
Ballynookery	395	Imokilly	Aghada	Middleton
Ballyonane	111	Imokilly	Cloyne	Middleton
Ballypherode	331	Imokilly	Kilmacdonogh	Youghal
Ballyquirk	198	Imokilly	Killeagh	Youghal
Ballyre	660	Imokilly	Dangandonovan	Middleton
Ballyregan	193	Imokilly	Cloyne	Middleton
Ballyriorthy	157	Imokilly	Dungourney	Middleton
Ballyrobin North	82	Imokilly	Ballintemple	Middleton
Ballyrobin South	361	Imokilly	Ballintemple	Middleton
Ballyroe	225	Imokilly	Cloyne	Middleton
Ballyrussell	299	Imokilly	Cloyne	Middleton
Ballyshane	458	Imokilly	Inch	Middleton
Ballysimon	149	Imokilly	Dungourney	Middleton
Ballyskibbole	83	Imokilly	Kilmacdonogh	Youghal
Ballysovane	84	Imokilly	Aghada	Middleton
Ballytibbot	292	Imokilly	Inch	Middleton
Ballytigeen	119	Imokilly	Corkbeg	Middleton
Ballytrasna	66	Imokilly	Kilmahon	Middleton
Ballyvaloon	210	Imokilly	Corkbeg	Middleton
Ballyvergan East	207	Imokilly	Youghal	Youghal
Ballyvergan West	368	Imokilly	Youghal	Youghal
Ballyvorisheen	121	Imokilly	Mogeely	Middleton
Ballywilliam	363	Imokilly	Ballintemple	Middleton
Banshy	44	Imokilly	Youghal	Youghal
Barnabrow	342	Imokilly	Cloyne	Middleton
Barnageehy East	247	Imokilly	Youghal	Youghal
Barnageehy West	217	Imokilly	Youghal	Youghal
Barnaviddane	261	Imokilly	Ardagh	Youghal
Barnfield	78	Imokilly	Ightermurragh	Middleton
Barradaw	706	Imokilly	Dangandonovan	Middleton
Bawnadoune	104	Imokilly	Dungourney	Middleton
Bawnard East	142	Imokilly	Middleton	Middleton
Bawnard West	207	Imokilly	Middleton	Middleton
Bawnmore	41	Imokilly	Youghal	Youghal
Beanfield	274	Imokilly	Clonpriest	Youghal
Bohillane	284	Imokilly	Bohillane	Middleton
Breeda	1274	Imokilly	Ardagh	Youghal
Bridgefield	196	Imokilly	Ightermurragh	Middleton
Bridgetown	177	Imokilly	Ightermurragh	Middleton
Brooklodge	6	Imokilly	Youghal	Youghal
Broomfield East	444	Imokilly	Middleton	Middleton
Broomfield West	365	Imokilly	Middleton	Middleton
Buckstown	234	Imokilly	Aghada	Middleton
Burgary	60	Imokilly	Cloyne	Middleton
Burges Lower	443	Imokilly	Clonpriest	Youghal
Burges Upper	101	Imokilly	Clonpriest	Youghal
Butlerstown	174	Imokilly	Middleton	Middleton
Cahermone	171	Imokilly	Middleton	Middleton
Caherultan	122	Imokilly	Ballyoughtera	Middleton
Capel Island	10	Imokilly	Kilmacdonogh	Youghal
Carewswood	112	Imokilly	Ightermurragh	Middleton
Carhoo	192	Imokilly	Killeagh	Youghal
Carlislefort	140	Imokilly	Corkbeg	Middleton
Carrigacrump	195	Imokilly	Inch	Middleton
Carrigagour	124	Imokilly	Middleton	Middleton
Carriganass	211	Imokilly	Ardagh	Youghal
Carrigarostig	103	Imokilly	Ightermurragh	Middleton
Carrigatogher	128	Imokilly	Cloyne	Middleton
Carrigeennamoe	29	Imokilly	Middleton	Middleton
Carrigkilter	155	Imokilly	Ballintemple	Middleton
Carriglusky	29	Imokilly	Cloyne	Middleton
Carriglusky	79	Imokilly	Inch	Middleton
Carrignashinny	372	Imokilly	Mogeely	Middleton
Carrigshane	278	Imokilly	Middleton	Middleton
Castlemartyr	30	Imokilly	Mogeely	Middleton
Castlemartyr	648	Imokilly	Ballyoughtera	Middleton
Castlemary	587	Imokilly	Inch	Middleton
Castleredmond	486	Imokilly	Middleton	Middleton
Castlerichard	293	Imokilly	Ightermurragh	Middleton
Castletown	394	Imokilly	Mogeely	Middleton
Churchtown	46	Imokilly	Ballintemple	Middleton
Clashadunna East	100	Imokilly	Youghal	Youghal
Clashadunna West	144	Imokilly	Youghal	Youghal
Clasharinka	96	Imokilly	Mogeely	Middleton
Clashdermot East	44	Imokilly	Killeagh	Youghal
Clashdermot West	50	Imokilly	Killeagh	Youghal
Clasheel	162	Imokilly	Clonpriest	Youghal
Claycastle	61	Imokilly	Youghal	Youghal
Clonard East	196	Imokilly	Clonpriest	Youghal
Clonard West	118	Imokilly	Clonpriest	Youghal
Clonmaine	348	Imokilly	Ightermurragh	Middleton
Clonpriest East	114	Imokilly	Clonpriest	Youghal
Clonpriest West	281	Imokilly	Clonpriest	Youghal
Cock-and-the-Bull	24	Imokilly	Youghal	Youghal
Colerenagh	38	Imokilly	Clonpriest	Youghal
Commons East	317	Imokilly	Cloyne	Middleton
Commons West	30	Imokilly	Cloyne	Middleton
Coolaha	71	Imokilly	Clonpriest	Youghal
Coolbea	222	Imokilly	Inch	Middleton
Coolcap	407	Imokilly	Mogeely	Middleton
Coolcloghafinna	221	Imokilly	Clonpriest	Youghal
Copperalley	36	Imokilly	Youghal	Youghal
Coppingerstown	247	Imokilly	Middleton	Middleton
Corbally	176	Imokilly	Dangandonovan	Youghal
Corbally	36	Imokilly	Killeagh	Youghal
Corkbeg	359	Imokilly	Corkbeg	Middleton
Cornaveigh	124	Imokilly	Clonpriest	Youghal
Cornaveigh	161	Imokilly	Ardagh	Youghal
Couragh	236	Imokilly	Dungourney	Middleton
Creighmore	270	Imokilly	Clonpriest	Youghal
Crocane	400	Imokilly	Rostellan	Middleton
Crowbally	241	Imokilly	Mogeely	Middleton
Curragh	123	Imokilly	Aghada	Middleton
Curraghboy	226	Imokilly	Youghal	Youghal
Curraghishal	232	Imokilly	Killeagh	Youghal
Curraghleagh	95	Imokilly	Kilmacdonogh	Youghal
Curragrine	140	Imokilly	Ballyoughtera	Middleton
Curraheen	191	Imokilly	Kilmacdonogh	Youghal
Deer Park	391	Imokilly	Mogeely	Middleton
Demesne	368	Imokilly	Cloyne	Middleton
Donickmore	694	Imokilly	Clonmult	Middleton
Dooneenmacotter	131	Imokilly	Kilmahon	Middleton
Dower	270	Imokilly	Mogeely	Middleton
Dower	30	Imokilly	Ightermurragh	Middleton
Drishane Beg	168	Imokilly	Ardagh	Youghal
Drishane More	213	Imokilly	Killeagh	Youghal
Dromadda Beg	219	Imokilly	Ightermurragh	Middleton
Dromadda East	8	Imokilly	Ightermurragh	Middleton
Dromadda More	195	Imokilly	Ballyoughtera	Middleton
Dromdihy	141	Imokilly	Killeagh	Youghal
Drominane	385	Imokilly	Mogeely	Middleton
Dromsarane	185	Imokilly	Ballyoughtera	Middleton
Dunsfort	141	Imokilly	Middleton	Middleton
Dysart	29	Imokilly	Youghal	Youghal
Farrannamanagh	84	Imokilly	Cloyne	Middleton
Farrantrenchard	129	Imokilly	Ballyoughtera	Middleton
Finisk	143	Imokilly	Kilmacdonogh	Youghal
Finisk	263	Imokilly	Clonpriest	Youghal
Finure	396	Imokilly	Corkbeg	Middleton
Fortyacres	51	Imokilly	Killeagh	Middleton
Foxhole	94	Imokilly	Youghal	Youghal
Garrananassig	145	Imokilly	Bohillane	Middleton
Garranejames	392	Imokilly	Mogeely	Middleton
Garranekinnefeake	642	Imokilly	Garranekinnefeake	Middleton
Garrymore	266	Imokilly	Ightermurragh	Middleton
Garryoughtragh North	143	Imokilly	Mogeely	Middleton
Garryoughtragh South	27	Imokilly	Mogeely	Middleton
Garryvoe Lower	514	Imokilly	Garryvoe	Middleton
Garryvoe Upper	241	Imokilly	Garryvoe	Middleton
Gearagh	258	Imokilly	Middleton	Middleton
Glanagow	138	Imokilly	Corkbeg	Middleton
Glanaradotia	27	Imokilly	Youghal	Youghal
Glanturkin	385	Imokilly	Corkbeg	Middleton
Glebe	10	Imokilly	Ballintemple	Middleton
Glebe	10	Imokilly	Clonpriest	Youghal
Glebe	14	Imokilly	Middleton	Middleton
Glenane Beg	219	Imokilly	Killeagh	Youghal
Glenane More	373	Imokilly	Mogeely	Middleton
Glenane Wood	24	Imokilly	Mogeely	Middleton
Glenaphuca	282	Imokilly	Dungourney	Middleton
Glenawilling	403	Imokilly	Kilmacdonogh	Youghal
Glenbradagh	113	Imokilly	Aghada	Middleton
Glennageare East	270	Imokilly	Ballyoughtera	Middleton
Glennageare West	296	Imokilly	Ballyoughtera	Middleton
Gortaroo	302	Imokilly	Clonpriest	Youghal
Gortavadda	136	Imokilly	Kilmacdonogh	Youghal
Gortavella	92	Imokilly	Kilmacdonogh	Youghal
Gortcorcoran	348	Imokilly	Kilmacdonogh	Youghal
Gortnagappul	449	Imokilly	Killeagh	Youghal
Gortnagark	46	Imokilly	Clonpriest	Youghal
Gortnahomna Beg	30	Imokilly	Ightermurragh	Middleton
Gortnahomna More	96	Imokilly	Ightermurragh	Middleton
Gortnaskehy	153	Imokilly	Kilmacdonogh	Youghal
Gortstoke	190	Imokilly	Ballyoughtera	Middleton
Grange	96	Imokilly	Mogeely	Middleton
Greencloyne	33	Imokilly	Youghal	Youghal
Gurteenina	124	Imokilly	Ballyoughtera	Middleton
Gurteenina	42	Imokilly	Cloyne	Middleton
Hermitage	155	Imokilly	Aghada	Middleton
Ightermurragh	356	Imokilly	Ightermurragh	Middleton
Imokishy	89	Imokilly	Ightermurragh	Middleton
Inch	387	Imokilly	Inch	Middleton
Inchanapisha	42	Imokilly	Killeagh	Youghal
Inchiquin	409	Imokilly	Clonpriest	Youghal
Innygraga	222	Imokilly	Middleton	Middleton
Jamesbrook	217	Imokilly	Garranekinnefeake	Middleton
Kennel	159	Imokilly	Youghal	Youghal
Kilballycurrane	112	Imokilly	Cloyne	Middleton
Kilbarraree	141	Imokilly	Cloyne	Middleton
Kilbeg	189	Imokilly	Ightermurragh	Middleton
Kilboy	168	Imokilly	Cloyne	Middleton
Kilbree	252	Imokilly	Ballyoughtera	Middleton
Kilcounty	936	Imokilly	Dangandonovan	Middleton
Kilcraheen	317	Imokilly	Ightermurragh	Middleton
Kilcredan	502	Imokilly	Kilcredan	Middleton
Kilcrone	62	Imokilly	Cloyne	Middleton
Kilderrig	207	Imokilly	Ballintemple	Middleton
Kilgrellane	89	Imokilly	Cloyne	Middleton
Killamucky	334	Imokilly	Mogeely	Middleton
Killeagh	427	Imokilly	Middleton	Middleton
Killeagh Gardens	37	Imokilly	Killeagh	Youghal
Killeennamanagh	503	Imokilly	Mogeely	Middleton
Killinagh	40	Imokilly	Cloyne	Middleton
Killurriga	171	Imokilly	Ballyoughtera	Middleton
Kilmacahill	561	Imokilly	Cloyne	Middleton
Kilmagner	164	Imokilly	Youghal	Youghal
Kilmountain	282	Imokilly	Ballyoughtera	Middleton
Kilnasudry	23	Imokilly	Killeagh	Youghal
Kilnatoora	128	Imokilly	Youghal	Youghal
Kilrush	359	Imokilly	Mogeely	Middleton
Kilva	261	Imokilly	Cloyne	Middleton
Knockacrump	203	Imokilly	Cloyne	Middleton
Knockadoon	243	Imokilly	Kilmacdonogh	Youghal
Knockadoon(Warren)	247	Imokilly	Kilmacdonogh	Middleton
Knockane	161	Imokilly	Killeagh	Middleton
Knockane	93	Imokilly	Ightermurragh	Middleton
Knockanemorney	227	Imokilly	Aghada	Middleton
Knockanenakirka	448	Imokilly	Dangandonovan	Middleton
Knockasturkeen	118	Imokilly	Cloyne	Middleton
Knockasturkeen	93	Imokilly	Middleton	Middleton
Knockattigan	87	Imokilly	Youghal	Youghal
Knockaverry	112	Imokilly	Youghal	Youghal
Knockboghil	69	Imokilly	Titeskin	Middleton
Knockglass	554	Imokilly	Ightermurragh	Middleton
Knockgorm	145	Imokilly	Killeagh	Youghal
Knockgorm	68	Imokilly	Cloyne	Middleton
Knockgorm	94	Imokilly	Middleton	Middleton
Knockgriffin (Imokilly)	386	Imokilly	Mogeesha	Middleton
Knockmonalea East	285	Imokilly	Clonpriest	Youghal
Knockmonalea West	265	Imokilly	Clonpriest	Youghal
Knocknacally	143	Imokilly	Youghal	Youghal
Knocknagappagh	479	Imokilly	Ardagh	Youghal
Knocknamadderee	346	Imokilly	Cloyne	Middleton
Knocknaskagh	180	Imokilly	Killeagh	Youghal
Kyle	310	Imokilly	Clonpriest	Youghal
Lady's Bridge	4	Imokilly	Ightermurragh	Middleton
Lagile	136	Imokilly	Killeagh	Youghal
Lahard	321	Imokilly	Inch	Middleton
Lickane	65	Imokilly	Cloyne	Middleton
Lisglasheen	49	Imokilly	Killeagh	Youghal
Lismalaghlin	185	Imokilly	Mogeely	Middleton
Lisquinlan	756	Imokilly	Ightermurragh	Middleton
Lissacrue	138	Imokilly	Killeagh	Youghal
Lissanly	169	Imokilly	Inch	Middleton
Loughaderry	189	Imokilly	Ballyoughtera	Middleton
Loughane	287	Imokilly	Bohillane	Middleton
Loughatalia	218	Imokilly	Middleton	Middleton
Lugfree	92	Imokilly	Inch	Middleton
Lurrig	97	Imokilly	Rostellan	Middleton
Magnershill	62	Imokilly	Youghal	Youghal
Malapardas	7	Imokilly	Cloyne	Middleton
Mawbrin	76	Imokilly	Titeskin	Middleton
Maytown	372	Imokilly	Ballintemple	Middleton
Meelshane	257	Imokilly	Ballyoughtera	Middleton
Meenoughter	278	Imokilly	Ardagh	Youghal
Moanlahan	48	Imokilly	Killeagh	Youghal
Moanroe	111	Imokilly	Garryvoe	Middleton
Mogeely	259	Imokilly	Mogeely	Middleton
Monabraher	79	Imokilly	Ardagh	Youghal
Monabraher	99	Imokilly	Killeagh	Youghal
Monacreagh	193	Imokilly	Ightermurragh	Middleton
Monagoul	184	Imokilly	Kilmacdonogh	Youghal
Monagurra	287	Imokilly	Kilmahon	Middleton
Monavarnoge	393	Imokilly	Ardagh	Youghal
Monearaniska	31	Imokilly	Cloyne	Middleton
Monearmore	85	Imokilly	Clonpriest	Youghal
Mosestown	158	Imokilly	Aghada	Middleton
Mountbell	244	Imokilly	Killeagh	Youghal
Mountcotton	203	Imokilly	Kilmacdonogh	Youghal
Mountuniacke	192	Imokilly	Killeagh	Youghal
Mountuniacke	35	Imokilly	Ardagh	Youghal
Muckridge	220	Imokilly	Youghal	Youghal
Muckridge Demesne	128	Imokilly	Youghal	Youghal
Mullarie	250	Imokilly	Clonpriest	Youghal
Oatencake	94	Imokilly	Mogeesha	Middleton
Park North	138	Imokilly	Middleton	Middleton
Park South	112	Imokilly	Middleton	Middleton
Parkmountain	71	Imokilly	Ardagh	Youghal
Parkmountain	84	Imokilly	Youghal	Youghal
Parknahyla	116	Imokilly	Ightermurragh	Middleton
Peafield	17	Imokilly	Aghada	Middleton
Pillmore	398	Imokilly	Clonpriest	Youghal
Pipersbog	38	Imokilly	Youghal	Youghal
Propoge	76	Imokilly	Youghal	Youghal
Rath	386	Imokilly	Ardagh	Youghal
Rathcallan	244	Imokilly	Dungourney	Middleton
Rathcanning	507	Imokilly	Dungourney	Middleton
Rathcoursey East	252	Imokilly	Garranekinnefeake	Middleton
Rathcoursey West	214	Imokilly	Garranekinnefeake	Middleton
Rathcuppoge	102	Imokilly	Cloyne	Middleton
Rathcuppoge	32	Imokilly	Titeskin	Middleton
Rathhaha	185	Imokilly	Garryvoe	Middleton
Redbarn	281	Imokilly	Clonpriest	Youghal
Ring	314	Imokilly	Kilmacdonogh	Youghal
Rooskagh	237	Imokilly	Bohillane	Middleton
Rostellan	31	Imokilly	Garranekinnefeake	Middleton
Rostellan	799	Imokilly	Rostellan	Middleton
Scarriff	192	Imokilly	Cloyne	Middleton
Scartlea Lower	78	Imokilly	Garranekinnefeake	Middleton
Scartlea Upper	104	Imokilly	Garranekinnefeake	Middleton
Schoolgardens	29	Imokilly	Ightermurragh	Middleton
School-land	16	Imokilly	Middleton	Middleton
Sculleen	270	Imokilly	Cloyne	Middleton
Seafield	80	Imokilly	Youghal	Youghal
Shanagarry	27	Imokilly	Bohillane	Middleton
Shanagarry North	439	Imokilly	Kilmahon	Middleton
Shanagarry South	179	Imokilly	Kilmahon	Middleton
Shanakill	304	Imokilly	Kilmacdonogh	Youghal
Shananee	168	Imokilly	Inch	Middleton
Shanavagoon	114	Imokilly	Bohillane	Middleton
Sheanliss	252	Imokilly	Cloyne	Middleton
Sleveen	247	Imokilly	Cloyne	Middleton
Spital	92	Imokilly	Cloyne	Middleton
Springfield	56	Imokilly	Youghal	Youghal
Summerfield	179	Imokilly	Youghal	Youghal
Sunville	51	Imokilly	Cloyne	Middleton
Sweetfields	53	Imokilly	Youghal	Youghal
Tead Beg	25	Imokilly	Cloyne	Middleton
Tead More	144	Imokilly	Cloyne	Middleton
Titeskin	237	Imokilly	Titeskin	Middleton
Townparks	107	Imokilly	Cloyne	Middleton
Townparks	316	Imokilly	Middleton	Middleton
Trabolgan	662	Imokilly	Trabolgan	Middleton
Tullagh	111	Imokilly	Ballintemple	Middleton
Tullagh	219	Imokilly	Cloyne	Middleton
Tullagh	27	Imokilly	Inch	Middleton
Tullaheen Beg	43	Imokilly	Inch	Middleton
Tullaheen More	67	Imokilly	Inch	Middleton
Whitebarn	48	Imokilly	Youghal	Youghal
Whiterock	202	Imokilly	Middleton	Middleton
Williamstown	21	Imokilly	Youghal	Youghal
Yellowford	173	Imokilly	Kilmacdonogh	Youghal
Youghal-lands	424	Imokilly	Youghal	Youghal
Youghal-park	394	Imokilly	Clonpriest	Youghal
