Texas Tech (2-0)	South Florida (3-0)	Penn State (4-0)	Florida (3-1)	Ohio State (5-1)	Ohio State (6-1)	Ohio State (7-2)	Missouri (9-2)	Ball State (12-0)	Cincinnati (11-2)	Texas Tech (11-2)
Kansas (2-0)	Ohio State (2-1)	South Florida (4-0)	Auburn (4-1)	Vanderbilt (5-0)	LSU (4-1)	Missouri (7-2)	Georgia (9-2)	Cincinnati (10-2)	Oklahoma State (9-3)	Georgia (10-3)
East Carolina (2-0)	BYU (3-0)	Ohio State (3-1)	Ohio State (4-1)	Utah (6-0)	Utah (7-0)	Georgia (7-2)	Ball State (10-0)	Oklahoma State (9-3)	Georgia Tech (9-3)	Mississippi (9-4)
Arizona State (2-0)	East Carolina (3-0)	Auburn (3-1)	Utah (5-0)	Boise State (4-0)	Boise State (5-0)	LSU (6-2)	TCU (9-2)	Georgia Tech (9-3)	Oregon (9-3)	Virginia Tech (10-4)
Oregon (2-0)	Penn State (3-0)	Wake Forest (3-0)	Kansas (3-1)	Kansas (4-1)	Kansas (5-1)	Ball State (8-0)	BYU (10-1)	Oregon (9-3)	Georgia (9-3)	Oklahoma State (9-4)
Penn State (2-0)	Oregon (3-0)	Utah (4-0)	Boise State (3-0)	Oklahoma State (5-0)	Virginia Tech (5-1)	BYU (8-1)	Michigan State (9-2)	Georgia (9-3)	BYU (10-2)	Cincinnati (11-3)
BYU (2-0)	Wake Forest (2-0)	Kansas (3-1)	Wisconsin (3-1)	Virginia Tech (5-1)	North Carolina (5-1)	Michigan State (8-2)	LSU (7-3)	Boston College (9-3)	Pittsburgh (9-3)	Oregon State (9-4)
South Florida (2-0)	Kansas (2-1)	Boise State (3-0)	Vanderbilt (4-0)	South Florida (5-1)	South Florida (5-1)	North Carolina (6-2)	Cincinnati (8-2)	Missouri (9-3)	Michigan State (9-3)	Missouri (10-4)
Wake Forest (2-0)	Utah (3-0)	Clemson (3-1)	Virginia Tech (4-1)	Auburn (4-2)	Michigan State (6-1)	West Virginia (6-2)	Pittsburgh (7-2)	BYU (10-2)	Mississippi (8-4)	Iowa (9-4)
Fresno State (1-0)	West Virginia (1-1)	Vanderbilt (4-0)	Oklahoma State (4-0)	Wake Forest (3-1)	Wake Forest (4-1)	California (6-2)	Oregon State (7-3)	Michigan State (9-3)	Virginia Tech (9-4)	Florida State (9-4)
Utah (2-0)	Illinois (2-1)	Illinois (2-1)	Fresno State (3-1)	North Carolina (4-1)	Vanderbilt (5-1)	Georgia Tech (7-2)	Maryland (7-3)	Mississippi (8-4)	Northwestern (9-3)	Georgia Tech (9-4)
California (2-0)	Clemson (2-1)	East Carolina (3-1)	Oregon (4-1)	Michigan State (5-1)	Pittsburgh (4-1)	Maryland (6-2)	Miami (FL) (7-3)	Pittsburgh (8-3)	Ball State (12-1)	West Virginia (9-4)
Illinois (1-1)	Florida State (2-0)	TCU (4-0)	Connecticut (5-0)	Pittsburgh (4-1)	Ball State (7-0)	Florida State (6-2)	Oregon (8-3)	Northwestern (9-3)	Oregon State (8-4)	Michigan State (9-4)
West Virginia (1-1)	Fresno State (1-1)	Fresno State (2-1)	Wake Forest (3-1)	Ball State (6-0)	California (4-1)	Pittsburgh (6-2)	North Carolina (7-3)	Oregon State (8-4)	Missouri (9-4)	BYU (10-3)
Week 2 Sept 7	Week 3 Sept 14	Week 4 Sept 21	Week 5 Sept 28	Week 6 Oct 5	Week 7 Oct 12	Week 10 Nov 2	Week 12 Nov 16	Week 14 Nov 30	Week 15 Dec 7	Week 16 (Final) Jan 9
Dropped: UCLA South Carolina	Dropped: Arizona State California	Dropped: Oregon West Virginia Florida State	Dropped: Clemson Illinois East Carolina TCU	Dropped: Wisconsin Oregon Fresno State Connecticut	Dropped: Auburn	Dropped: Tulsa Minnesota Oregon South Florida	Dropped: Florida State South Carolina Tulsa	Dropped: Florida State	Dropped: Boston College	Dropped: Pittsburgh Northwestern Ball State
