Res.	Record	Opponent	Method	Event	Round	Time	Location
Win	9–7-1	Masahiro Oishi	Submission (armbar)	Zst: Grand Prix Opening Round	1	3:13	Tokyo , Japan
Win	8–7-1	Taiyo Nakahara	Submission (armbar)	Zst: The Battlefield 4	1	4:56	Tokyo , Japan
Loss	7–7-1	Remigijus Morkevicius	KO (knees)	Zst: The Battlefield 3	1	2:54	Tokyo , Japan
Loss	7–6-1	Antanas Jazbutis	Decision (1–0 points)	Rings Lithuania 7	2	5:00	Vilnius , Lithuania
Win	7–5-1	Hidehiko Matsumoto	Decision (split)	Zst: The Battlefield 2	2	5:00	Tokyo , Japan
Win	6–5-1	Atsuhiro Tsuboi	Submission (armbar)	Zst: The Battlefield 1	2	4:09	Tokyo , Japan
Win	5–5-1	Masaya Takita	TKO (cut)	GCM: Demolition 020908	1	1:41	Japan
Win	4–5-1	Takumi Yano	Decision (unanimous)	Premium Challenge	1	10:00	Tokyo , Japan
Draw	3-5-1	Miki Shida	Draw (time limit)	Pancrase: Spirit 2	2	5:00	Osaka , Japan
Loss	3–5	Naoyuki Kotani	Decision (majority)	Rings: Battle Genesis Vol. 8	3	5:00	Tokyo , Japan
Loss	3–4	Takayuki Yamamoto	TKO	Titan Fighting Championship 4	1	3:50	Tokyo , Japan
Win	3–3	Akira Nitagai	Submission (heel hook)	Titan Fighting Championship 4	1	5:12	Tokyo , Japan
Win	2–3	Sumio Koyano	TKO	Titan Fighting Championship 4	1	0:56	Tokyo , Japan
Loss	1–3	Masashi Suzuki	TKO (punches)	Titan Fighting Championship 3	1	1:57	Tokyo , Japan
Loss	1–2	Yuji Hisamatsu	TKO (punches)	Titan Fighting Championship 2	1	0:56	Tokyo , Japan
Win	1–1	Wataru Yoshikawa	Submission (armbar)	Titan Fighting Championship 2	1	2:19	Tokyo , Japan
Loss	0–1	Naoto Ichikawa	Submission (rear-naked choke)	Titan Fighting Championship 1	2	3:59	Tokyo , Japan
