Township	County	Pop. (2010)	Land ( sqmi )	Water (sqmi)	Latitude	Longitude	GEO ID	ANSI code
West End	Richland	39	36.118	0.000	46.325901	-97.217980	3807784700	01036845
West Hope	Cavalier	45	44.392	0.591	48.942276	-98.277482	3801985060	01759385
West Norway	Wells	35	35.827	0.174	47.709463	-99.624357	3810385100	01759715
West Ontario	Wells	32	35.397	0.343	47.537424	-99.703496	3810385120	01759716
Westby	Divide	51	48.214	3.652	48.845524	-103.974973	3802384660	01036933
Western	Wells	87	35.562	0.412	47.709665	-99.994802	3810384740	01759717
Westfield	Steele	59	35.376	0.023	47.622409	-97.782210	3809184940	01036674
Westford	Kidder	27	33.399	2.738	46.940193	-99.625830	3804384980	01759480
Wheatfield	Grand Forks	74	36.137	0.000	48.064295	-97.579215	3803585140	01036619
Wheatland	Cass	158	36.112	0.005	46.941323	-97.377064	3801785220	01036376
Wheaton	Bottineau	56	43.366	0.264	48.944197	-101.420498	3800985260	01759303
Wheelock	Williams	72	36.029	0.010	48.330968	-103.269025	3810585340	02397899
Whitby	Bottineau	8	36.266	0.000	48.762966	-100.643011	3800985420	01759304
White	Pierce	49	34.588	1.268	47.898236	-100.130012	3806985460	01759564
White Ash	Renville	34	35.799	0.000	48.503099	-101.777545	3807585500	01759622
White Earth	Mountrail	58	34.330	0.075	48.416845	-102.822068	3806185580	01037109
White Lake	Slope	23	35.580	0.277	46.500229	-103.236280	3808785620	01037173
Whitestone	Dickey	29	36.170	0.351	46.162997	-98.813989	3802185700	01036779
Whitestone Hill	Sargent	85	33.224	0.077	46.240229	-97.705577	3808185740	01036807
Whiting	Bowman	33	35.873	0.070	46.078936	-103.177718	3801185780	01759316
Whitteron	Bottineau	405	34.655	0.473	48.853241	-100.376882	3800985860	01759305
Wild Rose	Burleigh	19	31.720	4.293	46.669303	-100.133889	3801585980	01037066
Willey	Sargent	100	35.499	0.137	46.234674	-97.579921	3808186060	01036804
Williams	Kidder	15	33.808	2.427	46.929192	-99.489851	3804386100	01759481
Williams	Nelson	48	35.675	0.677	47.983539	-98.193716	3806386140	01036571
Willis	Ward	106	36.056	0.021	48.061166	-101.196043	3810186180	01036991
Williston	Williams	1,307	21.756	4.677	48.161101	-103.690266	3810586260	01036975
Willow	Griggs	53	34.517	0.594	47.630636	-98.308241	3803986300	01036654
Willow Creek	McHenry	39	36.237	0.113	48.595491	-100.461354	3804986420	01759519
Willow Lake	Steele	56	34.444	0.501	47.276038	-97.878709	3809186460	01036663
Willow Vale	Bottineau	26	35.899	0.209	48.681424	-100.353066	3800986500	01759306
Willowbank	LaMoure	135	36.088	0.029	46.332150	-98.590334	3804586340	01037206
Wilson	Burleigh	40	33.673	0.820	47.277051	-100.695018	3801586540	01037135
Windsor	Stutsman	59	34.210	0.741	46.933546	-99.005325	3809386700	01036473
Winfield	Stutsman	83	36.066	0.094	46.841434	-98.491992	3809386740	01036452
Wing	Burleigh	27	35.419	0.015	47.119442	-100.325699	3801586820	01037145
Winner	Williams	24	35.825	0.216	48.496092	-103.591502	3810586860	01037005
Winona	Grant	41	40.327	0.076	46.062384	-101.576925	3803786900	01759443
Wise	McLean	37	33.383	2.530	47.539375	-100.745653	3805586940	01759546
Wiser	Cass	88	33.685	0.000	47.106594	-96.882803	3801786980	01036380
Wold	Traill	100	35.853	0.000	47.541414	-97.155672	3809787100	01036703
Wolf Butte	Adams	25	35.894	0.051	46.170011	-102.824832	3800187140	01037202
Wood Lake	Benson	522	34.790	1.220	47.888710	-98.826791	3800587420	01759264
Woodberry	Slope	31	35.916	0.000	46.323326	-103.112759	3808787340	01759645
Woodbury	Stutsman	208	34.682	0.161	46.841161	-98.765722	3809387380	01036456
Woodlawn	Kidder	94	34.663	0.143	46.843157	-99.879619	3804387460	01759482
Woodward	Wells	22	35.692	0.273	47.536618	-99.319228	3810387540	01759718
Wright	Dickey	50	35.293	0.201	46.233203	-98.305303	3802187620	01036769
Writing Rock	Divide	7	35.129	1.012	48.773942	-103.795675	3802387660	01036919
Wyard	Foster	63	34.594	0.741	47.450780	-99.213466	3803187700	01759431
Wyndmere	Richland	82	35.473	0.000	46.238705	-97.197666	3807787780	01036837
