Townland	Area( acres )	Barony	Civil parish	Poor law union
Gortanure	302	East Carbery (W.D.)	Fanlobbus	Dunmanway
Gortnadihy	145	East Carbery (W.D.)	Kilmeen	Dunmanway
Gortnamucklagh	693	East Carbery (W.D.)	Fanlobbus	Dunmanway
Gortroe	155	East Carbery (W.D.)	Kilmacabea	Skibbereen
Gortroe	516	East Carbery (W.D.)	Kilmichael	Dunmanway
Gortyowen	84	East Carbery (W.D.)	Kilfaughnabeg	Skibbereen
Goulacullin	1426	East Carbery (W.D.)	Fanlobbus	Dunmanway
Gurteen	177	East Carbery (W.D.)	Kilmichael	Dunmanway
Gurteenaduige	290	East Carbery (W.D.)	Kilmacabea	Skibbereen
Gurteennasowna	508	East Carbery (W.D.)	Fanlobbus	Dunmanway
Gurteenroe	291	East Carbery (W.D.)	Kinneigh	Dunmanway
Illaunmore	1	East Carbery (W.D.)	Kilfaughnabeg	Skibbereen
Inch East	587	East Carbery (W.D.)	Fanlobbus	Dunmanway
Inch West	295	East Carbery (W.D.)	Fanlobbus	Dunmanway
Inchanadreen	236	East Carbery (W.D.)	Fanlobbus	Dunmanway
Inchinattin	399	East Carbery (W.D.)	Castleventry	Clonakilty
Inchincurka	668	East Carbery (W.D.)	Kilmichael	Dunmanway
Inchireagh	301	East Carbery (W.D.)	Fanlobbus	Dunmanway
Inchnanoon	127	East Carbery (W.D.)	Kilmacabea	Skibbereen
Keamnabricka	89	East Carbery (W.D.)	Ross	Clonakilty
Keelaraheen	413	East Carbery (W.D.)	Fanlobbus	Dunmanway
Keenrath	424	East Carbery (W.D.)	Fanlobbus	Dunmanway
Kilbarry	1230	East Carbery (W.D.)	Fanlobbus	Dunmanway
Kilbeg	200	East Carbery (W.D.)	Kilfaughnabeg	Skibbereen
Kildee	550	East Carbery (W.D.)	Kilmeen	Dunmanway
Kilfinnan	386	East Carbery (W.D.)	Kilfaughnabeg	Skibbereen
Killacoosane	66	East Carbery (W.D.)	Kilfaughnabeg	Skibbereen
Killeenleagh	101	East Carbery (W.D.)	Ross	Clonakilty
Killeigh	235	East Carbery (W.D.)	Castleventry	Clonakilty
Killinga	722	East Carbery (W.D.)	Kilmacabea	Skibbereen
Kilmacabea	354	East Carbery (W.D.)	Kilmacabea	Skibbereen
Kilmalooda	156	East Carbery (W.D.)	Fanlobbus	Dunmanway
Kilmeen	261	East Carbery (W.D.)	Kilmeen	Clonakilty
Kilnacally	384	East Carbery (W.D.)	Kilmacabea	Skibbereen
Kilnacranagh East	486	East Carbery (W.D.)	Kinneigh	Bandon
Kilnacranagh West	423	East Carbery (W.D.)	Kinneigh	Bandon
Kilnadur	401	East Carbery (W.D.)	Kilmichael	Dunmanway
Kilronane East	476	East Carbery (W.D.)	Fanlobbus	Dunmanway
Kilronane West	562	East Carbery (W.D.)	Fanlobbus	Dunmanway
Kinneigh	428	East Carbery (W.D.)	Kinneigh	Dunmanway
Kippagh	856	East Carbery (W.D.)	Drinagh	Dunmanway
Knockaghaduff	332	East Carbery (W.D.)	Fanlobbus	Dunmanway
Knockane	346	East Carbery (W.D.)	Kilmeen	Dunmanway
Knockanenacrohy	158	East Carbery (W.D.)	Kilmacabea	Skibbereen
Knockariblihane	334	East Carbery (W.D.)	Kilmichael	Dunmanway
Knockarudane	81	East Carbery (W.D.)	Kilfaughnabeg	Skibbereen
Knockavoher	282	East Carbery (W.D.)	Kilmacabea	Skibbereen
Knockawaddra	455	East Carbery (W.D.)	Kilmeen	Dunmanway
Knockduff	212	East Carbery (W.D.)	Fanlobbus	Dunmanway
Knockea	545	East Carbery (W.D.)	Kilmeen	Clonakilty
Knockeenboy	263	East Carbery (W.D.)	Fanlobbus	Dunmanway
Knockfeen	188	East Carbery (W.D.)	Castleventry	Clonakilty
Knockmore	553	East Carbery (W.D.)	Kilmacabea	Skibbereen
Knocks	309	East Carbery (W.D.)	Kilkerranmore	Clonakilty
Knockskagh	826	East Carbery (W.D.)	Kilmacabea	Skibbereen
Lackabaun	372	East Carbery (W.D.)	Inchigeelagh	Dunmanway
Lackanashinnagh	224	East Carbery (W.D.)	Kinneigh	Dunmanway
Laravoolta	390	East Carbery (W.D.)	Kinneigh	Bandon
Letter	367	East Carbery (W.D.)	Kilmeen	Clonakilty
Lettergorman	737	East Carbery (W.D.)	Drinagh	Dunmanway
Lisbealad East	536	East Carbery (W.D.)	Drinagh	Dunmanway
Lisbealad West	347	East Carbery (W.D.)	Drinagh	Dunmanway
Liscubba	462	East Carbery (W.D.)	Kilmeen	Clonakilty
Lisheenleigh	462	East Carbery (W.D.)	Fanlobbus	Dunmanway
Lisnabrinny	346	East Carbery (W.D.)	Kilmeen	Dunmanway
Lissacroneen	213	East Carbery (W.D.)	Kinneigh	Dunmanway
Lissard	87	East Carbery (W.D.)	Ross	Clonakilty
Lissarourke	512	East Carbery (W.D.)	Kinneigh	Bandon
Lissicorrane	337	East Carbery (W.D.)	Kinneigh	Dunmanway
Madranna	128	East Carbery (W.D.)	Kilmacabea	Skibbereen
Mallabracka	333	East Carbery (W.D.)	Fanlobbus	Dunmanway
Mallow	233	East Carbery (W.D.)	Kinneigh	Dunmanway
Manch East	321	East Carbery (W.D.)	Fanlobbus	Dunmanway
Manch Middle	265	East Carbery (W.D.)	Fanlobbus	Dunmanway
Manch West	531	East Carbery (W.D.)	Fanlobbus	Dunmanway
Maugh	85	East Carbery (W.D.)	Fanlobbus	Dunmanway
Maul	114	East Carbery (W.D.)	Ross	Clonakilty
Maulagow	205	East Carbery (W.D.)	Kilfaughnabeg	Skibbereen
Maulanimirsh	621	East Carbery (W.D.)	Fanlobbus	Dunmanway
Maulashangarry	107	East Carbery (W.D.)	Fanlobbus	Dunmanway
Maulatanvally	622	East Carbery (W.D.)	Ross	Clonakilty
Maulcorragh	35	East Carbery (W.D.)	Kilmeen	Dunmanway
Maulmareen	73	East Carbery (W.D.)	Kilfaughnabeg	Skibbereen
Maulvirane	302	East Carbery (W.D.)	Castleventry	Clonakilty
Maulyregan	681	East Carbery (W.D.)	Ross	Clonakilty
Milane	1034	East Carbery (W.D.)	Fanlobbus	Dunmanway
Milleenahilan	85	East Carbery (W.D.)	Kilmacabea	Skibbereen
Milleenanannig	448	East Carbery (W.D.)	Fanlobbus	Dunmanway
Milleennagun	489	East Carbery (W.D.)	Kilmeen	Dunmanway
Mohona	424	East Carbery (W.D.)	Fanlobbus	Dunmanway
Moneygaff East	666	East Carbery (W.D.)	Kinneigh	Dunmanway
Moneygaff West	602	East Carbery (W.D.)	Kinneigh	Dunmanway
Moneylea	249	East Carbery (W.D.)	Inchigeelagh	Dunmanway
Moneynacroha	382	East Carbery (W.D.)	Kinneigh	Dunmanway
Moneyreague	720	East Carbery (W.D.)	Fanlobbus	Dunmanway
Moreagh	261	East Carbery (W.D.)	Fanlobbus	Dunmanway
Murragh	408	East Carbery (W.D.)	Murragh	Bandon
Neaskin	398	East Carbery (W.D.)	Fanlobbus	Dunmanway
Nedinagh East	427	East Carbery (W.D.)	Fanlobbus	Dunmanway
Nedinagh West	433	East Carbery (W.D.)	Fanlobbus	Dunmanway
Paddock	179	East Carbery (W.D.)	Drinagh	Skibbereen
Paddock	269	East Carbery (W.D.)	Kinneigh	Dunmanway
Palaceanne	211	East Carbery (W.D.)	Kinneigh	Bandon
Pookeen	448	East Carbery (W.D.)	Fanlobbus	Dunmanway
Reanascreena North	365	East Carbery (W.D.)	Ross	Clonakilty
Reanascreena South	421	East Carbery (W.D.)	Ross	Clonakilty
Reavilleen	204	East Carbery (W.D.)	Ross	Clonakilty
Reavouler	800	East Carbery (W.D.)	Kilmacabea	Skibbereen
Reenogrena	253	East Carbery (W.D.)	Kilfaughnabeg	Skibbereen
Rossmore	456	East Carbery (W.D.)	Kilmeen	Clonakilty
Rouryglen	263	East Carbery (W.D.)	Ross	Clonakilty
Rushanes	168	East Carbery (W.D.)	Kilfaughnabeg	Skibbereen
Rushfield	216	East Carbery (W.D.)	Kinneigh	Bandon
Sarue	494	East Carbery (W.D.)	Castleventry	Clonakilty
Shanaclogh	145	East Carbery (W.D.)	Kinneigh	Dunmanway
Shanacrane East	866	East Carbery (W.D.)	Inchigeelagh	Dunmanway
Shanacrane West	528	East Carbery (W.D.)	Inchigeelagh	Dunmanway
Shanagh	363	East Carbery (W.D.)	Fanlobbus	Dunmanway
Shandrum	243	East Carbery (W.D.)	Drinagh	Skibbereen
Shanlaragh	374	East Carbery (W.D.)	Kilmichael	Dunmanway
Shean	63	East Carbery (W.D.)	Fanlobbus	Dunmanway
Shehy Beg	720	East Carbery (W.D.)	Inchigeelagh	Dunmanway
Shehy More	645	East Carbery (W.D.)	Inchigeelagh	Dunmanway
Shiplough	423	East Carbery (W.D.)	Fanlobbus	Dunmanway
Sillahertane	464	East Carbery (W.D.)	Fanlobbus	Dunmanway
Sleenoge	118	East Carbery (W.D.)	Kinneigh	Dunmanway
Sranaviddoge	619	East Carbery (W.D.)	Murragh	Bandon
Teadies Lower	204	East Carbery (W.D.)	Kinneigh	Bandon
Teadies Upper	595	East Carbery (W.D.)	Kinneigh	Bandon
Teenah	284	East Carbery (W.D.)	Kinneigh	Dunmanway
Three-Gneeves	178	East Carbery (W.D.)	Kilmacabea	Skibbereen
Tinneel	133	East Carbery (W.D.)	Ross	Clonakilty
Togher	661	East Carbery (W.D.)	Fanlobbus	Dunmanway
Tonafora	169	East Carbery (W.D.)	Fanlobbus	Dunmanway
Toom	474	East Carbery (W.D.)	Fanlobbus	Dunmanway
Tooreen	152	East Carbery (W.D.)	Inchigeelagh	Dunmanway
Toughbaun	441	East Carbery (W.D.)	Drinagh	Skibbereen
Tralong	283	East Carbery (W.D.)	Ross	Clonakilty
Tullagh	406	East Carbery (W.D.)	Inchigeelagh	Dunmanway
Tullig	402	East Carbery (W.D.)	Kilmacabea	Skibbereen
Tulligee	131	East Carbery (W.D.)	Ross	Clonakilty
Tullyglass	202	East Carbery (W.D.)	Kilmeen	Dunmanway
