Township	County	Pop. (2010)	Land ( sqmi )	Water (sqmi)	Latitude	Longitude	GEO ID	ANSI code
Cottonwood Lake	McHenry	20	34.244	1.765	47.897434	-100.650867	3804916260	01759486
Coulee	Ramsey	65	35.293	0.216	48.235617	-99.126223	3807116340	01759568
Courtenay	Stutsman	36	35.235	0.257	47.189672	-98.530868	3809316420	01036497
Crane Creek	Mountrail	84	35.704	0.278	48.074507	-102.380242	3806116540	01037041
Crawford	Slope	31	35.892	0.051	46.320329	-103.729934	3808716620	01037166
Creel	Ramsey	1,305	14.578	15.621	48.075823	-98.857272	3807116660	01759569
Cremerville	McLean	27	35.739	0.054	47.811011	-102.054883	3805516700	01759530
Crocus	Towner	44	35.047	0.940	48.667289	-99.155787	3809516820	01759650
Crofte	Burleigh	199	36.163	0.000	47.026425	-100.685988	3801516860	01037131
Cromwell	Burleigh	35	36.208	0.000	47.026008	-100.558805	3801516900	01037133
Crowfoot	Mountrail	18	34.701	1.283	48.495946	-102.180433	3806116980	01037050
Crown Hill	Kidder	7	30.799	1.468	46.770977	-100.025924	3804317020	01759469
Crystal	Pembina	50	35.499	0.000	48.586423	-97.732145	3806717100	01036718
Crystal Lake	Wells	32	35.522	0.424	47.541346	-99.974737	3810317140	01037152
Crystal Springs	Kidder	32	35.415	0.636	46.848792	-99.529639	3804317220	01759470
Cuba	Barnes	76	35.709	0.032	46.851144	-97.860271	3800317300	01036409
Cusator	Stutsman	26	34.878	0.693	46.746853	-98.997611	3809317460	01036459
Cut Bank	Bottineau	37	35.898	0.033	48.763937	-101.430571	3800917540	01759272
Cypress	Cavalier	40	44.404	0.044	48.937547	-98.910000	3801917580	01759354
