Res.	Record	Opponent	Method	Event	Round	Time	Location
Win	18–8–1	Mike Pyle	Submission (rear-naked choke)	IFL: World Championship Semifinals	2	1:02	Portland, Oregon , United States
Win	17–8–1	Bristol Marunde	Decision (unanimous)	IFL: Portland	3	4:00	Portland, Oregon , United States
Loss	16–8–1	Jamal Patterson	Submission (rear-naked choke)	IFL: Legends Championship 2006	1	2:57	Atlantic City, New Jersey , United States
Loss	16–7–1	Roan Carneiro	Decision (split)	WCFC: No Guts No Glory	3	5:00	Manchester , England
Win	16–6–1	Petras Markevičius	Submission (rear naked choke)	WCFC: No Guts No Glory	1	4:59	Manchester , England
Loss	15–6–1	Brian Ebersole	Decision (unanimous)	Strikeforce: Shamrock vs. Gracie	3	5:00	San Jose, California , United States
Win	15–5–1	Rob Wince	Submission (armbar)	ACF: Genesis	1	1:46	Denver, Colorado , United States
Win	14–5–1	John Cronk	Submission (rear naked choke)	SF 13: Rocky Mountain Sportfight	2	3:28	Denver, Colorado , United States
Win	13-5-1	Vernon White	Submission (rear-naked choke)	SF 12: Breakout	2	2:38	Portland, Oregon , United States
Win	12-5-1	Krzysztof Soszynski	Submission (rear-naked choke)	Freedom Fight: Canada vs USA	2	0:52	Hull, Quebec , Canada
Loss	11-5-1	Travis Wiuff	Decision (unanimous)	Extreme Challenge 62	3	5:00	Medina, Minnesota , United States
Win	11–4–1	Brian Wieber	Submission (rear-naked choke)	XFC: Dome of Destruction 2	1	2:37	Tacoma, Washington , United States
Loss	10–4–1	Trevor Prangley	Decision (unanimous)	SF 9: Respect	3	5:00	Gresham, Oregon , United States
Win	10–3–1	Chris Kiever	Submission (triangle choke)	Kickdown Classic 16	2	0:40	Denver, Colorado , United States
Loss	9–3–1	Jason Lambert	Submission (punches)	WEC 12: Halloween Fury 3	2	3:28	Lemoore, California , United States
Win	9–2–1	Jason MacDonald	Submission (armbar)	Extreme Fighting Challenge 3	1	N/A	Prince George, British Columbia , Canada
Win	8–2–1	Billy Miles	Submission (rear-naked choke)	SF 6: Battleground in Reno	2	0:59	Reno, Nevada , United States
Win	7-2-1	Antony Rea	Submission (rear-naked choke)	APEX: Genesis	2	1:13	Montreal, Quebec , Canada
Win	6–2–1	Paul Purcell	Submission (rear-naked choke)	SF 5: Stadium	1	N/A	Gresham, Oregon , United States
Win	5–2–1	Mikko Rupponen	Submission (triangle choke)	PFA: Pride and Fury	3	0:50	Worley, Idaho , United States
Win	4–2–1	Chris Kiever	Submission (triangle choke)	Cage Fighting Championship 1	1	1:47	Salt Lake City, Utah , United States
Loss	3–2–1	Glover Teixeira	Decision (unanimous)	SF 3: Dome	3	5:00	Gresham, Oregon , United States
Win	3–1–1	Horace Spencer	Submission (rear-naked choke)	SF 2: On the Move	1	4:45	Portland, Oregon , United States
Win	2–1–1	Josh Burkman	Submission (triangle choke)	SF 1: Revolution	2	2:11	Portland, Oregon , United States
Loss	1–1–1	Rich Guerin	Submission (armbar)	DesertBrawl 9	1	1:54	Bend, Oregon , United States
Draw	1–0–1	Shane Davis	Draw	Ultimate Ring Challenge 6	3	3:00	Longview, Washington , United States
Win	1–0	Cory Devela	Submission (rear-naked choke)	PPKA: Ultimate Fight Night 2	2	1:24	Pasco, Washington , United States
